key,source,target
3/1/1#0,"

#version 110
varying vec3 position;
varying vec3 normal;

void main(void)
{
    position = vec3(gl_ModelViewMatrix * gl_Vertex);
    normal = normalize(gl_NormalMatrix * gl_Normal);
    gl_Position = ftransform();
    gl_TexCoord[0] = gl_TextureMatrix[0] * gl_MultiTexCoord0;
    gl_FrontColor = gl_Color;
}

","

#version 110
varying vec3 position;
varying vec3 normal;

void main(void)
{
    position = vec3(gl_ModelViewMatrix * gl_Vertex);
    normal = normalize(gl_NormalMatrix * gl_Normal);
    gl_Position = ftransform();
    gl_TexCoord[0] = gl_TextureMatrix[0] * gl_MultiTexCoord0;
    gl_FrontColor = gl_Color;
}

"
3/1/2#0,"
#version 110

uniform sampler2D diffusemap;
uniform sampler2D toonmap;
uniform int isdiffusetex;
uniform float liint[4];
varying vec3 position;
varying vec3 normal;

vec2 shadeDS(vec4 sposition, float sconstantAttenuation, float slinearAttenuation, float squadraticAttenuation, vec4 shalfVector, vec3 fnormal)
{
    vec3 lightVec;
    float attenuation;
    if (sposition.w == 0.0) {
        // 平行光源
        lightVec = normalize(sposition.xyz);    // spositionの座標系はView座標である。
        attenuation = 1.0;
    }else {
        // 点光源
        lightVec = sposition.xyz - position;
        float dis = length(lightVec); // 光源までの距離
        // 減衰係数
        float attenuation = 1.0 / (sconstantAttenuation +
                            slinearAttenuation * dis +
                            squadraticAttenuation * dis * dis);
        lightVec = normalize(lightVec);
    }
    vec2 result = vec2(0.0, 0.0);
    float diffuse = dot(lightVec, fnormal); // ディフューズ
    if (diffuse > 0.0)
    {
#if 0
    // 反射ベクトル
        vec3 viewVec = normalize(-position);
        vec3 reflectVec = reflect(-lightVec, fnormal);
        float specular = pow(max(dot(viewVec, reflectVec), 0.0), max(gl_FrontMaterial.shininess, 0.0001));
#else
    // ハーフベクトル
        //vec3 halfVec = normalize(lightVec + normalize(-position));
        vec3 halfVec = shalfVector.xyz;
        float specular = pow(max(dot(fnormal, halfVec), 0.0), max(gl_FrontMaterial.shininess, 0.0001));
#endif
        result.x = attenuation * diffuse;
        result.y = attenuation * specular;
    }
    return result;
}

// トゥーンシェーダーメイン関数
void main (void)
{
    vec4 texcolor = vec4(1, 1, 1, 1); // gl_Color;
    if (isdiffusetex != 0) texcolor = texture2D(diffusemap, gl_TexCoord[0].st);

    vec3 fnormal = normalize(normal);
    vec4 amblight  = vec4(0, 0, 0, 0);
    vec4 speclight = vec4(0, 0, 0, 0);
    vec4 difflight = vec4(0, 0, 0, 0);
    for (int i = 0; i < 2; i++) {
        amblight += gl_LightSource[i].ambient;
        //        vec2 ds = liint[i] * shadeDS(i, fnormal); // このようにiを渡すと、ループ展開されないビデオカードがある。
        vec2 ds = liint[i] * shadeDS(gl_LightSource[i].position, gl_LightSource[i].constantAttenuation, gl_LightSource[i].linearAttenuation,
                                        gl_LightSource[i].quadraticAttenuation, gl_LightSource[i].halfVector, fnormal);
        difflight += ds.x * gl_LightSource[i].diffuse;
        speclight += ds.y * gl_LightSource[i].specular;
    }
    amblight  += gl_LightModel.ambient;
    vec4 diffcolor = difflight * gl_FrontMaterial.diffuse + amblight * gl_FrontMaterial.ambient + gl_FrontMaterial.emission;    vec4 speccolor = speclight * gl_FrontMaterial.specular;

    gl_FragColor = diffcolor + speccolor;
    // 階層化はLUTテクスチャで行ないたいがとりあえずif文で分岐。
    float intensity = (gl_FragColor.x + gl_FragColor.y + gl_FragColor.z) / 3.0;
#if 1
    if (intensity < 0.05)        gl_FragColor = vec4(0.0, 0.0, 0.0, 1.0);
    else if (intensity < 0.2)    gl_FragColor = vec4(0.2, 0.2, 0.2, 1.0);
    else if (intensity < 0.4)    gl_FragColor = vec4(0.4, 0.4, 0.4, 1.0);
    else if (intensity < 0.6)    gl_FragColor = vec4(0.6, 0.6, 0.6, 1.0);
    else if (intensity < 0.8)    gl_FragColor = vec4(0.8, 0.8, 0.8, 1.0);
    else                        gl_FragColor = vec4(1.0, 1.0, 1.0, 1.0);
//    gl_FragColor *= texcolor; // テクスチャの値を乗算すべきか？
#else
    gl_FragColor = texture2D(toonmap, vec2(0.5, intensity));
#endif
    gl_FragColor.a = texcolor.a; // アルファはテクスチャの値を使う
}


","
#version 110

uniform sampler2D diffusemap;
uniform sampler2D toonmap;
uniform int isdiffusetex;
uniform float liint[4];
varying vec3 position;
varying vec3 normal;

vec2 shadeDS(vec4 sposition, float sconstantAttenuation, float slinearAttenuation, float squadraticAttenuation, vec4 shalfVector, vec3 fnormal)
{
    vec3 lightVec;
    float attenuation;
    if (sposition.w == 0.0) {
        // 平行光源
        lightVec = normalize(sposition.xyz);    // spositionの座標系はView座標である。
        attenuation = 1.0;
    }else {
        // 点光源
        lightVec = sposition.xyz - position;
        float dis = length(lightVec); // 光源までの距離
        // 減衰係数
        float attenuation = 1.0 / (sconstantAttenuation +
                            slinearAttenuation * dis +
                            squadraticAttenuation * dis * dis);
        lightVec = normalize(lightVec);
    }
    vec2 result = vec2(0.0, 0.0);
    float diffuse = dot(lightVec, fnormal); // ディフューズ
    if (diffuse > 0.0)
    {
#if 0
    // 反射ベクトル
        vec3 viewVec = normalize(-position);
        vec3 reflectVec = reflect(-lightVec, fnormal);
        float specular = pow(max(dot(viewVec, reflectVec), 0.0), max(gl_FrontMaterial.shininess, 0.0001));
#else
    // ハーフベクトル
        //vec3 halfVec = normalize(lightVec + normalize(-position));
        vec3 halfVec = shalfVector.xyz;
        float specular = pow(max(dot(fnormal, halfVec), 0.0), max(gl_FrontMaterial.shininess, 0.0001));
#endif
        result.x = attenuation * diffuse;
        result.y = attenuation * specular;
    }
    return result;
}

// トゥーンシェーダーメイン関数
void main (void)
{
    vec4 texcolor = vec4(1, 1, 1, 1); // gl_Color;
    if (isdiffusetex != 0) texcolor = texture2D(diffusemap, gl_TexCoord[0].st);

    vec3 fnormal = normalize(normal);
    vec4 amblight  = vec4(0, 0, 0, 0);
    vec4 speclight = vec4(0, 0, 0, 0);
    vec4 difflight = vec4(0, 0, 0, 0);
    for (int i = 0; i < 2; i++) {
        amblight += gl_LightSource[i].ambient;
        //        vec2 ds = liint[i] * shadeDS(i, fnormal); // このようにiを渡すと、ループ展開されないビデオカードがある。
        vec2 ds = liint[i] * shadeDS(gl_LightSource[i].position, gl_LightSource[i].constantAttenuation, gl_LightSource[i].linearAttenuation,
                                        gl_LightSource[i].quadraticAttenuation, gl_LightSource[i].halfVector, fnormal);
        difflight += ds.x * gl_LightSource[i].diffuse;
        speclight += ds.y * gl_LightSource[i].specular;
    }
    amblight  += gl_LightModel.ambient;
    vec4 diffcolor = difflight * gl_FrontMaterial.diffuse + amblight * gl_FrontMaterial.ambient + gl_FrontMaterial.emission;    vec4 speccolor = speclight * gl_FrontMaterial.specular;

    gl_FragColor = diffcolor + speccolor;
    // 階層化はLUTテクスチャで行ないたいがとりあえずif文で分岐。
    float intensity = (gl_FragColor.x + gl_FragColor.y + gl_FragColor.z) / 3.0;
#if 1
    if (intensity < 0.05)        gl_FragColor = vec4(0.0, 0.0, 0.0, 1.0);
    else if (intensity < 0.2)    gl_FragColor = vec4(0.2, 0.2, 0.2, 1.0);
    else if (intensity < 0.4)    gl_FragColor = vec4(0.4, 0.4, 0.4, 1.0);
    else if (intensity < 0.6)    gl_FragColor = vec4(0.6, 0.6, 0.6, 1.0);
    else if (intensity < 0.8)    gl_FragColor = vec4(0.8, 0.8, 0.8, 1.0);
    else                        gl_FragColor = vec4(1.0, 1.0, 1.0, 1.0);
//    gl_FragColor *= texcolor; // テクスチャの値を乗算すべきか？
#else
    gl_FragColor = texture2D(toonmap, vec2(0.5, intensity));
#endif
    gl_FragColor.a = texcolor.a; // アルファはテクスチャの値を使う
}


"
4/1/1#0,"

#version 110
varying vec3 position;
varying vec3 normal;
void main(void)
{
    position = vec3(gl_ModelViewMatrix * gl_Vertex);
    normal = normalize(gl_NormalMatrix * gl_Normal);
    gl_Position = ftransform();
    gl_TexCoord[0] = gl_TextureMatrix[0] * gl_MultiTexCoord0;
    gl_FrontColor = gl_Color;
}

","

#version 110
varying vec3 position;
varying vec3 normal;
void main(void)
{
    position = vec3(gl_ModelViewMatrix * gl_Vertex);
    normal = normalize(gl_NormalMatrix * gl_Normal);
    gl_Position = ftransform();
    gl_TexCoord[0] = gl_TextureMatrix[0] * gl_MultiTexCoord0;
    gl_FrontColor = gl_Color;
}

"
4/1/2#0,"
#version 110
uniform sampler2D diffusemap;
uniform int isdiffusetex;
uniform float liint[4];
varying vec3 position;
varying vec3 normal;

vec4 lit(float NdotL, float NdotH, float m) {
    float ambient = 1.0;
    float diffuse = max(NdotL, 0.0);
    float specular = step(0.0, NdotL) * pow(max(NdotH, 0.001), m);
    return vec4(ambient, diffuse, specular, 1.0);
}
vec2 shadeDS(vec4 sposition, float sconstantAttenuation, float slinearAttenuation, float squadraticAttenuation, vec4 shalfVector, vec3 fnormal)
{
    vec3 lightVec;
    float attenuation;
    if (sposition.w == 0.0) {
        // 平行光源
        lightVec = normalize(sposition.xyz);    // spositionの座標系はView座標である。
        attenuation = 1.0;
    }else {
        // 点光源
        lightVec = sposition.xyz - position;
        float dis = length(lightVec); // 光源までの距離
        // 減衰係数
        float attenuation = 1.0 / (sconstantAttenuation +
                             slinearAttenuation * dis +
                            squadraticAttenuation * dis * dis);
        lightVec = normalize(lightVec);
    }
    vec2 result = vec2(0.0, 0.0);
    float diffuse = dot(lightVec, fnormal); // ディフューズ
    if (diffuse > 0.0)
    {
        // ハーフベクトル
        //vec3 halfVec = normalize(lightVec + normalize(-position));
        vec3 halfVec = shalfVector.xyz;
        float specular = pow(max(dot(fnormal, halfVec), 0.0), max(gl_FrontMaterial.shininess, 0.0001));
        result.x = attenuation * diffuse;
        result.y = attenuation * specular;
    }
    return result;
}

void main (void)
{
    vec4 texcolor = vec4(1, 1, 1, 1);
    if (isdiffusetex != 0) texcolor = texture2D(diffusemap, gl_TexCoord[0].st);
    vec3 fnormal = normalize(normal);
    vec4 amblight  = vec4(0, 0, 0, 0);
    vec4 speclight = vec4(0, 0, 0, 0);
    vec4 difflight = vec4(0, 0, 0, 0);
    for (int i = 0; i < 2; i++) {
        amblight += gl_LightSource[i].ambient;
        //        vec2 ds = liint[i] * shadeDS(i, fnormal); // このようにiを渡すと、ループ展開されないビデオカードがある。
        vec2 ds = liint[i] * shadeDS(gl_LightSource[i].position, gl_LightSource[i].constantAttenuation, gl_LightSource[i].linearAttenuation,
                                        gl_LightSource[i].quadraticAttenuation, gl_LightSource[i].halfVector, fnormal);
        difflight += ds.x * gl_LightSource[i].diffuse;
        speclight += ds.y * gl_LightSource[i].specular;
    }
    amblight  += gl_LightModel.ambient;
    vec4 diffcolor = difflight * gl_FrontMaterial.diffuse + amblight * gl_FrontMaterial.ambient + gl_FrontMaterial.emission;
    vec4 speccolor = speclight * gl_FrontMaterial.specular;
    gl_FragColor = min(diffcolor, vec4(1,1,1,1)) * texcolor;  // 1以下にクランプしているのはデフォルトシェーダーに合わせるため。
    gl_FragColor += speccolor;
    gl_FragColor.a = texcolor.a; // アルファはテクスチャの値を使う
}

","
#version 110
uniform sampler2D diffusemap;
uniform int isdiffusetex;
uniform float liint[4];
varying vec3 position;
varying vec3 normal;

vec4 lit(float NdotL, float NdotH, float m) {
    float ambient = 1.0;
    float diffuse = max(NdotL, 0.0);
    float specular = step(0.0, NdotL) * pow(max(NdotH, 0.001), m);
    return vec4(ambient, diffuse, specular, 1.0);
}
vec2 shadeDS(vec4 sposition, float sconstantAttenuation, float slinearAttenuation, float squadraticAttenuation, vec4 shalfVector, vec3 fnormal)
{
    vec3 lightVec;
    float attenuation;
    if (sposition.w == 0.0) {
        // 平行光源
        lightVec = normalize(sposition.xyz);    // spositionの座標系はView座標である。
        attenuation = 1.0;
    }else {
        // 点光源
        lightVec = sposition.xyz - position;
        float dis = length(lightVec); // 光源までの距離
        // 減衰係数
        float attenuation = 1.0 / (sconstantAttenuation +
                             slinearAttenuation * dis +
                            squadraticAttenuation * dis * dis);
        lightVec = normalize(lightVec);
    }
    vec2 result = vec2(0.0, 0.0);
    float diffuse = dot(lightVec, fnormal); // ディフューズ
    if (diffuse > 0.0)
    {
        // ハーフベクトル
        //vec3 halfVec = normalize(lightVec + normalize(-position));
        vec3 halfVec = shalfVector.xyz;
        float specular = pow(max(dot(fnormal, halfVec), 0.0), max(gl_FrontMaterial.shininess, 0.0001));
        result.x = attenuation * diffuse;
        result.y = attenuation * specular;
    }
    return result;
}

void main (void)
{
    vec4 texcolor = vec4(1, 1, 1, 1);
    if (isdiffusetex != 0) texcolor = texture2D(diffusemap, gl_TexCoord[0].st);
    vec3 fnormal = normalize(normal);
    vec4 amblight  = vec4(0, 0, 0, 0);
    vec4 speclight = vec4(0, 0, 0, 0);
    vec4 difflight = vec4(0, 0, 0, 0);
    for (int i = 0; i < 2; i++) {
        amblight += gl_LightSource[i].ambient;
        //        vec2 ds = liint[i] * shadeDS(i, fnormal); // このようにiを渡すと、ループ展開されないビデオカードがある。
        vec2 ds = liint[i] * shadeDS(gl_LightSource[i].position, gl_LightSource[i].constantAttenuation, gl_LightSource[i].linearAttenuation,
                                        gl_LightSource[i].quadraticAttenuation, gl_LightSource[i].halfVector, fnormal);
        difflight += ds.x * gl_LightSource[i].diffuse;
        speclight += ds.y * gl_LightSource[i].specular;
    }
    amblight  += gl_LightModel.ambient;
    vec4 diffcolor = difflight * gl_FrontMaterial.diffuse + amblight * gl_FrontMaterial.ambient + gl_FrontMaterial.emission;
    vec4 speccolor = speclight * gl_FrontMaterial.specular;
    gl_FragColor = min(diffcolor, vec4(1,1,1,1)) * texcolor;  // 1以下にクランプしているのはデフォルトシェーダーに合わせるため。
    gl_FragColor += speccolor;
    gl_FragColor.a = texcolor.a; // アルファはテクスチャの値を使う
}

"
5/1/1#0,"

#version 110
varying vec3 position; // カメラ座標での頂点位置
varying vec3 normal;
varying vec3 sptex;
uniform mat3 matRotate;

void main(void)
{
	position = vec3(gl_ModelViewMatrix * gl_Vertex);
	normal = normalize(gl_NormalMatrix * gl_Normal);
	gl_Position = ftransform();
	gl_TexCoord[0] = gl_TextureMatrix[0] * gl_MultiTexCoord0;
	gl_FrontColor = gl_Color;
	sptex = matRotate * normal;
}

","

#version 110
varying vec3 position; // カメラ座標での頂点位置
varying vec3 normal;
varying vec3 sptex;
uniform mat3 matRotate;

void main(void)
{
	position = vec3(gl_ModelViewMatrix * gl_Vertex);
	normal = normalize(gl_NormalMatrix * gl_Normal);
	gl_Position = ftransform();
	gl_TexCoord[0] = gl_TextureMatrix[0] * gl_MultiTexCoord0;
	gl_FrontColor = gl_Color;
	sptex = matRotate * normal;
}

"
5/1/2#0,"

#version 110
uniform sampler2D diffusemap;
uniform sampler2D spheremap;
uniform sampler2D toonmap;
// テクスチャのON/OFFはシェーダー切り替えではなく、パラメーターで行う。
uniform int isdiffusetex;
uniform int isspheretex;
uniform int istoontex;
uniform int spadd;
uniform int isusematerial;
uniform float liint[4]; // light intensity
varying vec3 position;
varying vec3 normal;
varying vec3 sptex;

// メイン関数
void main (void)
{
	
	vec4 texcolor = vec4(1, 1, 1, 1); // gl_Color;
	if (isdiffusetex != 0) texcolor = texture2D(diffusemap, gl_TexCoord[0].st);

	vec4 diffcolor = vec4(1, 1, 1, 1); // gl_Color;
	if (isusematerial != 0) diffcolor = gl_FrontMaterial.diffuse + gl_FrontMaterial.emission;
	gl_FragColor = min(diffcolor, vec4(1,1,1,1)) * texcolor;  // 1以下にクランプしているのはデフォルトシェーダーに合わせるため。

	// Toon Map
	if (istoontex != 0) { 
		gl_FragColor = gl_FragColor * texture2D(toonmap, vec2(0.5, 1.0)); // TODO: U値は1.0で良いか？
//		if (isusematerial != 0) gl_FragColor = gl_FragColor + gl_FrontMaterial.ambient;
	};

	// スフィアマップ
	if (isspheretex != 0) {
		vec2 sptex2;
		sptex2.x = sptex.x *  0.5 + 0.5; 
		sptex2.y = sptex.y * -0.5 + 0.5;
		if(spadd != 0) {
			gl_FragColor = gl_FragColor + texture2D(spheremap, sptex2);
		} else {
			gl_FragColor = gl_FragColor * texture2D(spheremap, sptex2);
		}
	};

	gl_FragColor.a = texcolor.a * gl_FrontMaterial.diffuse.a; // アルファはテクスチャの値を使う
}


","

#version 110
uniform sampler2D diffusemap;
uniform sampler2D spheremap;
uniform sampler2D toonmap;
// テクスチャのON/OFFはシェーダー切り替えではなく、パラメーターで行う。
uniform int isdiffusetex;
uniform int isspheretex;
uniform int istoontex;
uniform int spadd;
uniform int isusematerial;
uniform float liint[4]; // light intensity
varying vec3 position;
varying vec3 normal;
varying vec3 sptex;

// メイン関数
void main (void)
{
	
	vec4 texcolor = vec4(1, 1, 1, 1); // gl_Color;
	if (isdiffusetex != 0) texcolor = texture2D(diffusemap, gl_TexCoord[0].st);

	vec4 diffcolor = vec4(1, 1, 1, 1); // gl_Color;
	if (isusematerial != 0) diffcolor = gl_FrontMaterial.diffuse + gl_FrontMaterial.emission;
	gl_FragColor = min(diffcolor, vec4(1,1,1,1)) * texcolor;  // 1以下にクランプしているのはデフォルトシェーダーに合わせるため。

	// Toon Map
	if (istoontex != 0) { 
		gl_FragColor = gl_FragColor * texture2D(toonmap, vec2(0.5, 1.0)); // TODO: U値は1.0で良いか？
//		if (isusematerial != 0) gl_FragColor = gl_FragColor + gl_FrontMaterial.ambient;
	};

	// スフィアマップ
	if (isspheretex != 0) {
		vec2 sptex2;
		sptex2.x = sptex.x *  0.5 + 0.5; 
		sptex2.y = sptex.y * -0.5 + 0.5;
		if(spadd != 0) {
			gl_FragColor = gl_FragColor + texture2D(spheremap, sptex2);
		} else {
			gl_FragColor = gl_FragColor * texture2D(spheremap, sptex2);
		}
	};

	gl_FragColor.a = texcolor.a * gl_FrontMaterial.diffuse.a; // アルファはテクスチャの値を使う
}


"
6/1/1#0,"
#version 110
varying vec3 position;
varying vec3 normal;
varying vec3 sptex;
uniform mat3 matRotate;
void main(void)
{
    position = vec3(gl_ModelViewMatrix * gl_Vertex);
    normal = normalize(gl_NormalMatrix * gl_Normal);
    gl_Position = ftransform();
    gl_TexCoord[0] = gl_TextureMatrix[0] * gl_MultiTexCoord0;
    gl_FrontColor = gl_Color;
    sptex = matRotate * normal;
}

","
#version 110
varying vec3 position;
varying vec3 normal;
varying vec3 sptex;
uniform mat3 matRotate;
void main(void)
{
    position = vec3(gl_ModelViewMatrix * gl_Vertex);
    normal = normalize(gl_NormalMatrix * gl_Normal);
    gl_Position = ftransform();
    gl_TexCoord[0] = gl_TextureMatrix[0] * gl_MultiTexCoord0;
    gl_FrontColor = gl_Color;
    sptex = matRotate * normal;
}

"
6/1/2#0,"

#version 110
uniform sampler2D diffusemap;
uniform sampler2D spheremap;
uniform sampler2D toonmap;
uniform int isdiffusetex;
uniform int isspheretex;
uniform int istoontex;
uniform int spadd;
uniform int shading;
uniform float liint[4];
varying vec3 position;
varying vec3 normal;
varying vec3 sptex;
vec4 lit(float NdotL, float NdotH, float m) {
    float ambient = 1.0;
    float diffuse = max(NdotL, 0.0);
    float specular = step(0.0, NdotL) * pow(max(NdotH, 0.001), m);
    return vec4(ambient, diffuse, specular, 1.0);
}

vec2 shadeDS(
    vec4 sposition, 
    float sconstantAttenuation, 
    float slinearAttenuation, 
    float squadraticAttenuation, 
    vec4 H, 
    vec3 N)
{
    vec3 L;
    float attenuation;
    if (sposition.w == 0.0) {
        // 平行光源
        L = normalize(sposition.xyz);    // spositionの座標系はView座標である。
        attenuation = 1.0;
    } else {
        // 点光源
        L = normalize(sposition.xyz - position);
        float dis = length(L); // 光源までの距離
        float dis2 = dis * dis;
        // 減衰係数
        attenuation = 1.0 / (sconstantAttenuation + slinearAttenuation * dis + squadraticAttenuation * dis2);
        //attenuation *= step(dis2, slinearAttenuation);
    }
    vec2 result = vec2(0.0, 0.0);
    vec3 V = normalize(-position);
    vec4 lightlit = lit( dot(N, L), dot(N, H.xyz) * 0.9, gl_FrontMaterial.shininess);
    result.x = attenuation * lightlit.y;
    result.y = attenuation * lightlit.z;
    return result;
}
vec4 int_to_vec4(int val) {
    return vec4(val, val, val, val);
}
vec4 float_to_vec4(float val) {
    return vec4(val, val, val, val);
}
vec3 float_to_vec3(float val) {
    return vec3(val, val, val);
}
void main (void)
{
    vec4 texcolor = vec4(1, 1, 1, 1);
    if (isdiffusetex != 0)  {
         texcolor = texture2D(diffusemap, gl_TexCoord[0].st);
    }
    vec3 N = normalize(normal);
    vec4 ambcolor  = vec4(0, 0, 0, 0);
    vec4 speclight = vec4(0, 0, 0, 0);
    vec4 difflight = vec4(0, 0, 0, 0);
    vec2 toontexcoord = vec2(0,0);

    // 平行光源のみ使用
    for (int i = 0; i < 1; i++) {
//        vec2 ds = liint[i] * shadeDS(i, fnormal); // このようにiを渡すと、ループ展開されないビデオカードがある。
        vec2 ds = liint[i] * shadeDS(
        gl_LightSource[i].position,
        gl_LightSource[i].constantAttenuation,
        gl_LightSource[i].linearAttenuation,
        gl_LightSource[i].quadraticAttenuation, 
        gl_LightSource[i].halfVector, 
        N);
        difflight += ds.x * gl_LightSource[i].diffuse;
        speclight += ds.y * gl_LightSource[i].specular;
    }
    ambcolor = max(gl_LightModel.ambient * gl_FrontMaterial.ambient, int_to_vec4(shading));
    difflight = max(difflight, int_to_vec4(shading));
    speclight = max(speclight, int_to_vec4(shading));
    vec4 speccolor = speclight * gl_FrontMaterial.specular;

    // Lat式の影ポリゴン対策
    gl_FragColor.rgb = max(gl_FrontMaterial.diffuse.rgb * 0.6, float_to_vec3(gl_FrontMaterial.diffuse.a));
    gl_FragColor *= texcolor;

    // MMDのライトカラーデフォルト値を考慮(154/255=約0.6)
    vec4 color =  float_to_vec4(0.6) * gl_FrontMaterial.diffuse + gl_FrontMaterial.ambient;
    color = clamp(color, int_to_vec4(0), int_to_vec4(1));
    gl_FragColor = gl_FragColor * color;

    if (istoontex != 0) {
        float intensity = (difflight.x + difflight.y + difflight.z) / 3.0;
        // 目視でだいたいの場合良い感じに出るように調整した
        toontexcoord = vec2(0.5, (intensity + 0.8) * 0.5);
        toontexcoord.y = clamp(toontexcoord.y, 0.01, 0.99);
        gl_FragColor = gl_FragColor * texture2D(toonmap, toontexcoord) + gl_FrontMaterial.emission;
    }
    if (isspheretex != 0) {
        vec2 sptex2;
        sptex2.x = sptex.x *  0.5 + 0.5;
        sptex2.y = sptex.y * -0.5 + 0.5;
        if(spadd != 0) {
            gl_FragColor = gl_FragColor + texture2D(spheremap, sptex2);
        } else {
            gl_FragColor = gl_FragColor * texture2D(spheremap, sptex2);
        }
    }
    gl_FragColor += speccolor;
    gl_FragColor.a = texcolor.a * gl_FrontMaterial.diffuse.a;
}

","

#version 110
uniform sampler2D diffusemap;
uniform sampler2D spheremap;
uniform sampler2D toonmap;
uniform int isdiffusetex;
uniform int isspheretex;
uniform int istoontex;
uniform int spadd;
uniform int shading;
uniform float liint[4];
varying vec3 position;
varying vec3 normal;
varying vec3 sptex;
vec4 lit(float NdotL, float NdotH, float m) {
    float ambient = 1.0;
    float diffuse = max(NdotL, 0.0);
    float specular = step(0.0, NdotL) * pow(max(NdotH, 0.001), m);
    return vec4(ambient, diffuse, specular, 1.0);
}

vec2 shadeDS(
    vec4 sposition, 
    float sconstantAttenuation, 
    float slinearAttenuation, 
    float squadraticAttenuation, 
    vec4 H, 
    vec3 N)
{
    vec3 L;
    float attenuation;
    if (sposition.w == 0.0) {
        // 平行光源
        L = normalize(sposition.xyz);    // spositionの座標系はView座標である。
        attenuation = 1.0;
    } else {
        // 点光源
        L = normalize(sposition.xyz - position);
        float dis = length(L); // 光源までの距離
        float dis2 = dis * dis;
        // 減衰係数
        attenuation = 1.0 / (sconstantAttenuation + slinearAttenuation * dis + squadraticAttenuation * dis2);
        //attenuation *= step(dis2, slinearAttenuation);
    }
    vec2 result = vec2(0.0, 0.0);
    vec3 V = normalize(-position);
    vec4 lightlit = lit( dot(N, L), dot(N, H.xyz) * 0.9, gl_FrontMaterial.shininess);
    result.x = attenuation * lightlit.y;
    result.y = attenuation * lightlit.z;
    return result;
}
vec4 int_to_vec4(int val) {
    return vec4(val, val, val, val);
}
vec4 float_to_vec4(float val) {
    return vec4(val, val, val, val);
}
vec3 float_to_vec3(float val) {
    return vec3(val, val, val);
}
void main (void)
{
    vec4 texcolor = vec4(1, 1, 1, 1);
    if (isdiffusetex != 0)  {
         texcolor = texture2D(diffusemap, gl_TexCoord[0].st);
    }
    vec3 N = normalize(normal);
    vec4 ambcolor  = vec4(0, 0, 0, 0);
    vec4 speclight = vec4(0, 0, 0, 0);
    vec4 difflight = vec4(0, 0, 0, 0);
    vec2 toontexcoord = vec2(0,0);

    // 平行光源のみ使用
    for (int i = 0; i < 1; i++) {
//        vec2 ds = liint[i] * shadeDS(i, fnormal); // このようにiを渡すと、ループ展開されないビデオカードがある。
        vec2 ds = liint[i] * shadeDS(
        gl_LightSource[i].position,
        gl_LightSource[i].constantAttenuation,
        gl_LightSource[i].linearAttenuation,
        gl_LightSource[i].quadraticAttenuation, 
        gl_LightSource[i].halfVector, 
        N);
        difflight += ds.x * gl_LightSource[i].diffuse;
        speclight += ds.y * gl_LightSource[i].specular;
    }
    ambcolor = max(gl_LightModel.ambient * gl_FrontMaterial.ambient, int_to_vec4(shading));
    difflight = max(difflight, int_to_vec4(shading));
    speclight = max(speclight, int_to_vec4(shading));
    vec4 speccolor = speclight * gl_FrontMaterial.specular;

    // Lat式の影ポリゴン対策
    gl_FragColor.rgb = max(gl_FrontMaterial.diffuse.rgb * 0.6, float_to_vec3(gl_FrontMaterial.diffuse.a));
    gl_FragColor *= texcolor;

    // MMDのライトカラーデフォルト値を考慮(154/255=約0.6)
    vec4 color =  float_to_vec4(0.6) * gl_FrontMaterial.diffuse + gl_FrontMaterial.ambient;
    color = clamp(color, int_to_vec4(0), int_to_vec4(1));
    gl_FragColor = gl_FragColor * color;

    if (istoontex != 0) {
        float intensity = (difflight.x + difflight.y + difflight.z) / 3.0;
        // 目視でだいたいの場合良い感じに出るように調整した
        toontexcoord = vec2(0.5, (intensity + 0.8) * 0.5);
        toontexcoord.y = clamp(toontexcoord.y, 0.01, 0.99);
        gl_FragColor = gl_FragColor * texture2D(toonmap, toontexcoord) + gl_FrontMaterial.emission;
    }
    if (isspheretex != 0) {
        vec2 sptex2;
        sptex2.x = sptex.x *  0.5 + 0.5;
        sptex2.y = sptex.y * -0.5 + 0.5;
        if(spadd != 0) {
            gl_FragColor = gl_FragColor + texture2D(spheremap, sptex2);
        } else {
            gl_FragColor = gl_FragColor * texture2D(spheremap, sptex2);
        }
    }
    gl_FragColor += speccolor;
    gl_FragColor.a = texcolor.a * gl_FrontMaterial.diffuse.a;
}

"
7/1/16#0,Left eye,Left eye
7/1/17#0,Right eye,Right eye
7/1/18#0,Left ear,Left ear
7/1/19#0,Right ear,Right ear
7/1/21#0,Seating point,Seating point
10/1/11#0,Upper face,Upper face
10/1/12#0,Lower face,Lower face
10/1/21#0,Face parts,Face parts
