key,source,target
45/1/51#0,All enclosed areas except transparency,All enclosed areas except transparency
45/1/52#0,All enclosed areas including transparency,All enclosed areas including transparency
45/1/54#0,Change degree to apply texture,Change degree to apply texture
45/1/55#0,Specify color of gradient,Specify color of gradient
45/1/57#0,Select gradient shape,Select gradient shape
45/1/58#0,Straight line,Straight line
45/1/61#0,Edge process,Edge process
45/1/62#0,Select repeating gradient,Select repeating gradient
45/1/63#0,Do not repeat,Do not repeat
45/1/66#0,Not draw,Not draw
45/1/68#0,Reverse the start and end points of the gradient,Reverse the start and end points of the gradient
45/1/69#0,Advanced Settings,Advanced Settings
45/1/70#0,Set transparency or current color,Set transparency or current color
45/1/71#0,Where to create,Where to create
45/1/72#0,Select where to create the gradient,Select where to create the gradient
45/1/74#0,Add subtle noise to hide the transition between colors,Add subtle noise to hide the transition between colors
45/1/75#0,Draw on editing layer,Draw on editing layer
45/1/76#0,Create gradient layer,Create gradient layer
45/1/77#0,Dust size,Dust size
45/1/78#0,Specify size of dust to remove,Specify size of dust to remove
45/1/80#0,Specify the color of dust to remove and the color to replace it,Specify the color of dust to remove and the color to replace it
45/1/81#0,Remove dust from transparency,Remove dust from transparency
45/1/82#0,Remove dust from white background,Remove dust from white background
45/1/83#0,Fill transparent gaps with surrounding color,Fill transparent gaps with surrounding color
45/1/84#0,Fill transparent gaps with foreground color,Fill transparent gaps with foreground color
45/1/86#0,Specify color of dust to select,Specify color of dust to select
45/1/87#0,Select dust on transparency,Select dust on transparency
45/1/88#0,Select dust on white background,Select dust on white background
45/1/89#0,Select transparent hole,Select transparent hole
45/1/90#0,Reference overflow frame,Reference overflow frame
45/1/91#0,Reference overflow frame as outer perimeter,Reference overflow frame as outer perimeter
45/1/92#0,Do not fill this color,Do not fill this color
45/1/93#0,Do not start filling from pixels with this color,Do not start filling from pixels with this color
45/1/95#0,Select black line,Select black line
45/1/96#0,Transparent color,Transparent color
45/1/97#0,Select Transparent part,Select Transparent part
45/1/98#0,Do not cover black,Do not cover black
45/1/99#0,Cover black,Cover black
45/1/100#0,Replace black with drawing color,Replace black with drawing color
45/1/101#0,Do not cover transparency,Do not cover transparency
45/1/102#0,Cover transparency,Cover transparency
45/1/103#0,Replace transparency with drawing color,Replace transparency with drawing color
45/1/104#0,Output Settings,Output Settings
45/1/105#0,Set the output of gradient,Set the output of gradient
45/1/106#0,Include perimeter lines when filling,Include perimeter lines when filling
45/1/107#0,Specify whether to include perimeter lines when filling,Specify whether to include perimeter lines when filling
45/1/108#0,Click the buttons to specify target colors for including perimeter lines when filling,Click the buttons to specify target colors for including perimeter lines when filling
45/1/109#0,Fill adjacent vector lines,Fill adjacent vector lines
45/1/110#0,Set whether to fill vector lines adjacent to the area being filled,Set whether to fill vector lines adjacent to the area being filled
45/1/111#0,Erase up to intersection,Erase up to intersection
45/1/112#0,Whole line,Whole line
45/1/115#0,Refer only to editing layer,Refer only to editing layer
45/1/116#0,Refer all layers,Refer all layers
45/1/117#0,Enclose and fill,Enclose and fill
45/1/118#0,Auto select,Auto select
45/1/119#0,Auto select,Auto select
45/1/120#0,Refer only to editing layer,Refer only to editing layer
45/1/121#0,Refer all layers,Refer all layers
45/1/124#0,From black to white,From black to white
45/1/125#0,Freeform gradient,Freeform gradient
46/1/1#0,Recently used fonts,Recently used fonts
47/1/1#0,All supported formats|*.ttf;*.ttc;*.otf;*.otc;*.zip|TrueType|*.ttf;*.ttc|OpenType|*.otf;*.otc|ZIP|*.zip,All supported formats|*.ttf;*.ttc;*.otf;*.otc;*.zip|TrueType|*.ttf;*.ttc|OpenType|*.otf;*.otc|ZIP|*.zip
47/1/2#0,Select a file and add font,Select a file and add font
47/1/4#0,Some zip files could not be imported.,Some zip files could not be imported.
47/1/5#0,Font successfully added.,Font successfully added.
47/1/6#0,"Some fonts were not added. 
These files may not be supported, or they may have already been added.","Some fonts were not added. 
These files may not be supported, or they may have already been added."
47/1/7#0,"Some fonts were not added. 
These fonts have already been added.","Some fonts were not added. 
These fonts have already been added."
47/1/8#0,"The added fonts can be backed up with the “App settings backup” feature.

When you add more fonts, more cloud storage will be used. 
You can remove fonts from the backed-up app settings from “Cloud Settings”.","The added fonts can be backed up with the “App settings backup” feature.

When you add more fonts, more cloud storage will be used. 
You can remove fonts from the backed-up app settings from “Cloud Settings”."
47/1/9#0,"The added fonts can be backed up with the “App settings backup” feature.

When you add more fonts, more cloud storage will be used. 
You can remove fonts from the backed-up app settings in Clip Studio Start from Settings > Cloud > Cloud Settings.","The added fonts can be backed up with the “App settings backup” feature.

When you add more fonts, more cloud storage will be used. 
You can remove fonts from the backed-up app settings in Clip Studio Start from Settings > Cloud > Cloud Settings."
47/1/10#0,Open Cloud Settings,Open Cloud Settings
48/1/1#0,Writing to file,Writing to file
48/1/2#0,Loading file,Loading file
48/1/3#0,Loading and converting file(%d/%d),Loading and converting file(%d/%d)
48/1/4#0,Writing to file(%d/%d),Writing to file(%d/%d)
48/1/5#0,Saving page file (%d/%d),Saving page file (%d/%d)
48/1/6#0,Loading page file(%d/%d),Loading page file(%d/%d)
48/1/7#0,Creating pages. Please wait a moment.,Creating pages. Please wait a moment.
48/1/8#0,Saving recovery information. Recovery settings can be adjusted in Preferences.,Saving recovery information. Recovery settings can be adjusted in Preferences.
48/1/9#0,Saving recovery information ...,Saving recovery information ...
49/1/1#0,Lighting: Stick,Lighting: Stick
49/1/2#0,A button,A button
49/1/3#0,B button,B button
49/1/4#0,C button,C button
49/1/5#0,D button,D button
49/1/6#0,E button,E button
49/1/7#0,Blinking: Stick,Blinking: Stick
49/1/8#0,A button,A button
49/1/9#0,B button,B button
49/1/10#0,C button,C button
49/1/11#0,D button,D button
49/1/12#0,E button,E button
49/1/13#0,+ Button,+ Button
49/1/14#0,- Button,- Button
49/1/15#0,A button,A button
49/1/16#0,B button,B button
49/1/17#0,C button,C button
49/1/18#0,D button,D button
49/1/19#0,Wheel (Up),Wheel (Up)
49/1/20#0,Wheel (Down),Wheel (Down)
49/1/21#0,Wheel (Push),Wheel (Push)
49/1/22#0,Trigger button,Trigger button
49/1/23#0,Direction pad (Up),Direction pad (Up)
49/1/24#0,Direction pad (Down),Direction pad (Down)
49/1/25#0,Direction pad (Right),Direction pad (Right)
49/1/26#0,Direction pad (Left),Direction pad (Left)
49/1/27#0,Q button,Q button
49/1/28#0,Stick 1,Stick 1
49/1/29#0,Stick 2,Stick 2
49/1/30#0,↑,↑
49/1/31#0,→,→
49/1/32#0,↓,↓
49/1/33#0,←,←
49/1/34#0,Button 1,Button 1
49/1/35#0,Button 2,Button 2
49/1/36#0,Button 3,Button 3
49/1/37#0,Button 4,Button 4
49/1/38#0,Button 5,Button 5
49/1/39#0,Button 6,Button 6
49/1/40#0,Button 7,Button 7
49/1/41#0,Button 8,Button 8
49/1/42#0,Button 9,Button 9
49/1/43#0,Button 10,Button 10
49/1/44#0,Button 11,Button 11
49/1/45#0,Button 12,Button 12
49/1/46#0,Button 13,Button 13
49/1/47#0,Button 14,Button 14
49/1/48#0,Button 15,Button 15
49/1/49#0,Button 16,Button 16
49/1/52#0,Rotate to tilted angled,Rotate to tilted angled
49/1/53#0,Rotate by turning,Rotate by turning
49/1/54#0,Zoom by turning,Zoom by turning
49/1/55#0,"Zoom by up and down, rotate by left and right","Zoom by up and down, rotate by left and right"
49/1/56#0,Brush Size,Brush Size
49/1/58#0,Parallel line ruler ,Parallel line ruler 
49/1/60#0,Execute menu command,Execute menu command
49/1/61#0,Pop up palette,Pop up palette
49/1/62#0,Execute option command,Execute option command
49/1/63#0,Execute auto action,Execute auto action
49/1/64#0,Change tool,Change tool
49/1/65#0,Allocate modifier key,Allocate modifier key
49/1/66#0,Execute Tool Rotation,Execute Tool Rotation
49/1/67#0,Enter shortcut,Enter shortcut
49/1/68#0,Execute with repeated taps,Execute with repeated taps
49/1/69#0,Execute according to length of key press,Execute according to length of key press
49/1/70#0,Execute with ON/OFF,Execute with ON/OFF
49/1/72#0,Scroll: %.1f,Scroll: %.1f
49/1/73#0,Rotate: %.1f,Rotate: %.1f
49/1/74#0,Zoom: %.1f,Zoom: %.1f
49/1/75#0,Zoom: %.1f/Rotate: %.1f,Zoom: %.1f/Rotate: %.1f
49/1/76#0, (Fixed), (Fixed)
49/1/83#0, + , + 
49/1/84#0,Unknown command,Unknown command
49/1/85#0, (Change temporarily), (Change temporarily)
49/1/86#0, (Sort ascending), (Sort ascending)
49/1/87#0, (Sort descending), (Sort descending)
49/1/88#0,Short press,Short press
49/1/89#0,Long press,Long press
49/1/90#0,Long press and release,Long press and release
49/1/91#0,Input with shortcut,Input with shortcut
50/1/1#0,Converting into a vector...,Converting into a vector...
50/1/2#0,Cannot convert into a vector layer because the number of colors used in the image exceeds %d.,Cannot convert into a vector layer because the number of colors used in the image exceeds %d.
51/1/2#0,Move layer,Move layer
51/1/3#0,Select layer,Select layer
51/1/6#0,Change canvas height,Change canvas height
51/1/7#0,Set a 2D light source,Set a 2D light source
51/1/8#0,Move grid/ruler bar,Move grid/ruler bar
51/1/9#0,Move start point of grid/ruler bar,Move start point of grid/ruler bar
51/1/11#0,Select which type of layer to move,Select which type of layer to move
51/1/13#0,Halftone dots of tone,Halftone dots of tone
51/1/14#0,Rotate the halftone dots of tone,Rotate the halftone dots of tone
51/1/15#0,Grid/Ruler Bar,Grid/Ruler Bar
51/1/16#0,Move the object at the clicked position,Move the object at the clicked position
51/1/17#0,Move the tone at the clicked position,Move the tone at the clicked position
51/1/18#0,Move the layer of the tapped area,Move the layer of the tapped area
51/1/19#0,Move layers in the selected area,Move layers in the selected area
51/1/20#0,Move the layer within the selection area,Move the layer within the selection area
51/1/21#0,Moved layers become selected,Moved layers become selected
51/1/22#0,Layers that are moved will be selected in the Layer palette,Layers that are moved will be selected in the Layer palette
51/1/23#0,Keep original image,Keep original image
51/1/24#0,Duplicate and move image,Duplicate and move image
51/1/26#0,Choose where to pick color from,Choose where to pick color from
51/1/27#0,Current Layer,Current Layer
51/1/28#0,Top layer,Top layer
51/1/30#0,Average color,Average color
51/1/31#0,Turn on to pick the average of surrounding colors and adjust the range of the average color,Turn on to pick the average of surrounding colors and adjust the range of the average color
51/1/32#0,Show color picker circle,Show color picker circle
51/1/33#0,Displays a circle around the cursor showing the picked color when using a pen,Displays a circle around the cursor showing the picked color when using a pen
51/1/35#0,Exclude text,Exclude text
51/1/36#0,Exclude draft layers,Exclude draft layers
51/1/37#0,Exclude paper layer,Exclude paper layer
51/1/38#0,Exclude locked layers,Exclude locked layers
51/1/40#0,Exclude text,Exclude text
51/1/41#0,Exclude draft layers,Exclude draft layers
51/1/42#0,Exclude locked layers,Exclude locked layers
51/1/43#0,Exclude layers with texture effects,Exclude layers with texture effects
51/1/44#0,Exclude image materials,Exclude image materials
51/1/45#0,Exclude fill layers,Exclude fill layers
51/1/48#0,Pick color from layer,Pick color from layer
51/1/49#0,Pick displayed color,Pick displayed color
51/1/50#0,Move layer,Move layer
51/1/51#0,Move layer,Move layer
51/1/52#0,Move layer,Move layer
51/1/55#0,Select layer,Select layer
51/1/57#0,Move the halftone dots of tone,Move the halftone dots of tone
51/1/58#0,Rotate the halftone dots of tone,Rotate the halftone dots of tone
51/1/59#0,Move grid/ruler bar,Move grid/ruler bar
53/1/1#0,Light table,Light table
53/1/3#0,Select the touch operation to be enabled,Select the touch operation to be enabled
53/1/4#0,Move with two fingers,Move with two fingers
53/1/5#0,Scale up/down with two fingers,Scale up/down with two fingers
53/1/6#0,Rotate with two fingers,Rotate with two fingers
53/1/7#0,Click to set center of rotation,Click to set center of rotation
53/1/8#0, , 
53/1/9#0,This item cannot be used in your OS,This item cannot be used in your OS
53/1/10#0,This item cannot be used in your OS,This item cannot be used in your OS
53/1/11#0,This item cannot be used in your OS,This item cannot be used in your OS
53/1/12#0,This item cannot be used in your OS,This item cannot be used in your OS
53/1/14#0,Select the drag operation,Select the drag operation
53/1/18#0,Select the click operation,Select the click operation
53/1/20#0,Move center,Move center
53/1/21#0,Light table,Light table
53/1/22#0,Light table operation,Light table operation
54/1/1#0,Importing [%s],Importing [%s]
54/1/2#0,Rendering image,Rendering image
55/1/3#0,Choose the type of liquify effect to be applied to the canvas.,Choose the type of liquify effect to be applied to the canvas.
55/1/7#0,Push Left,Push Left
55/1/8#0,Push Right,Push Right
55/1/9#0,Twirl Clockwise,Twirl Clockwise
55/1/10#0,Twirl Anti-Clockwise,Twirl Anti-Clockwise
55/1/12#0,Adjust the range of the liquify effect,Adjust the range of the liquify effect
55/1/14#0,"When the value is low, the effect is focused on the center point","When the value is low, the effect is focused on the center point"
55/1/16#0,Makes the results smoother and avoids pixelation,Makes the results smoother and avoids pixelation
55/1/17#0,Only refer to editing area,Only refer to editing area
55/1/18#0,Uses a more accurate calculation method to determine reference points,Uses a more accurate calculation method to determine reference points
56/1/2#0,Operation of transparent part,Operation of transparent part
56/1/3#0,Select operation when clicking or dragging blank space,Select operation when clicking or dragging blank space
56/1/4#0,Selectable object,Selectable object
56/1/5#0,Select type of object which can be switched by clicking,Select type of object which can be switched by clicking
56/1/6#0,Always show frame,Always show frame
56/1/7#0,Shows frame when layer is selected,Shows frame when layer is selected
56/1/8#0,Select folders,Select folders
56/1/9#0,Select folders that contain selected layers,Select folders that contain selected layers
56/1/10#0,Selection mode,Selection mode
56/1/11#0,Select behavior when operating selection while there is already selected one,Select behavior when operating selection while there is already selected one
56/1/12#0,New selection,New selection
56/1/13#0,Add to selection,Add to selection
56/1/14#0,Remove from selection,Remove from selection
56/1/15#0,Toggle selection,Toggle selection
56/1/16#0,Enable snapping,Enable snapping
56/1/17#0,"When moving an object or handle, snap position to other handles and images materials","When moving an object or handle, snap position to other handles and images materials"
56/1/18#0,Snap to other frame borders,Snap to other frame borders
56/1/19#0,"When moving frame borders or control points, snap to other frame borders at a fixed distance.","When moving frame borders or control points, snap to other frame borders at a fixed distance."
56/1/20#0,Keep gutters aligned,Keep gutters aligned
56/1/21#0,"When moving a control point or gutter, connected control points and gutters move in alignment","When moving a control point or gutter, connected control points and gutters move in alignment"
56/1/23#0,Horizontal & adjacent,Horizontal & adjacent
56/1/25#0,Snap to 3D models,Snap to 3D models
56/1/26#0,"When moving a 3D model with the manipulator, it will snap to match other 3D models","When moving a 3D model with the manipulator, it will snap to match other 3D models"
56/1/28#0,Set snapping for 3D models,Set snapping for 3D models
56/1/29#0,Rotation step,Rotation step
56/1/30#0,Set the unit for rotating the 3D model with the manipulator.,Set the unit for rotating the 3D model with the manipulator.
56/1/31#0,%s degrees,%s degrees
56/1/32#0,Pivot point for multiple objects,Pivot point for multiple objects
56/1/33#0,Local pivot points,Local pivot points
56/1/34#0,Midpoint of multiple objects,Midpoint of multiple objects
56/1/35#0,First selected object,First selected object
56/1/36#0,Set the pivot point when manipulating multiple 3D models with the manipulator,Set the pivot point when manipulating multiple 3D models with the manipulator
56/1/37#0,Movement axis,Movement axis
56/1/38#0,Rotation axis,Rotation axis
56/1/39#0,Object axis,Object axis
56/1/40#0,Ground axis,Ground axis
56/1/41#0,"When moving a 3D model with the manipulator, it will snap to the reference axis.","When moving a 3D model with the manipulator, it will snap to the reference axis."
56/1/42#0,"When rotating a 3D model with the manipulator, it will snap to the reference axis.","When rotating a 3D model with the manipulator, it will snap to the reference axis."
56/1/43#0,On-screen manipulator,On-screen manipulator
56/1/44#0,Select which parts of the root manipulator to display,Select which parts of the root manipulator to display
56/1/52#0,Preparing transformation...,Preparing transformation...
56/1/53#0,Multiple layers,Multiple layers
56/1/54#0,Apply transformation?,Apply transformation?
56/1/55#0,"You cannot add a new pin as there is already a pin in this area.
Please delete the existing pin or adjust the mesh density.","You cannot add a new pin as there is already a pin in this area.
Please delete the existing pin or adjust the mesh density."
56/1/56#0,"You cannot add a new pin as there is already a pin in this area.
Please delete the existing pin to place a pin here.","You cannot add a new pin as there is already a pin in this area.
Please delete the existing pin to place a pin here."
56/1/57#0,Edit 3D small object,Edit 3D small object
56/1/58#0,Edit moveable 3D item,Edit moveable 3D item
56/1/59#0,Edit 3D character,Edit 3D character
56/1/60#0,Edit 3D background,Edit 3D background
56/1/61#0,Edit 3D drawing figure,Edit 3D drawing figure
56/1/62#0,Edit 3D head model,Edit 3D head model
56/1/63#0,Edit 3D hand model,Edit 3D hand model
56/1/64#0,Edit 3D space,Edit 3D space
56/1/65#0,Edit 3D object,Edit 3D object
56/1/66#0,Edit 3D camera,Edit 3D camera
56/1/67#0,Edit 3D camera,Edit 3D camera
56/1/68#0,Edit 3D ambient light,Edit 3D ambient light
56/1/69#0,Edit 3D directional light,Edit 3D directional light
56/1/70#0,Edit 3D Primitive,Edit 3D Primitive
56/1/71#0,Edit 3D panorama,Edit 3D panorama
56/1/72#0,Edit 3D folder,Edit 3D folder
56/1/73#0,Change 3D camera focal point,Change 3D camera focal point
56/1/74#0,Edit text,Edit text
56/1/75#0,Enter text,Enter text
56/1/76#0,Edit vector,Edit vector
56/1/77#0,Edit frame border,Edit frame border
56/1/78#0,Edit balloon,Edit balloon
56/1/79#0,Edit ruler,Edit ruler
56/1/80#0,Edit special ruler,Edit special ruler
56/1/81#0,Edit perspective ruler,Edit perspective ruler
56/1/82#0,Edit image material,Edit image material
56/1/83#0,Edit gradient,Edit gradient
56/1/84#0,Edit monochrome fill,Edit monochrome fill
56/1/85#0,Edit focus lines,Edit focus lines
56/1/86#0,Edit speed lines,Edit speed lines
56/1/87#0,Move image,Move image
56/1/88#0,Transform image,Transform image
56/1/89#0,Move center of rotation,Move center of rotation
56/1/90#0,Move reference point,Move reference point
56/1/91#0,Rotate image,Rotate image
56/1/92#0,Reverse image horizontally,Reverse image horizontally
56/1/93#0,Reverse image vertically,Reverse image vertically
56/1/94#0,Reset image transformation,Reset image transformation
56/1/95#0,Change interpolation method,Change interpolation method
56/1/96#0,Change vector thickness settings,Change vector thickness settings
56/1/97#0,Change number of points in horizontal mesh for image,Change number of points in horizontal mesh for image
56/1/98#0,Change number of vertical grid points on image,Change number of vertical grid points on image
56/1/99#0,Adjust/change image position,Adjust/change image position
56/1/100#0,Change to keep the original image,Change to keep the original image
56/1/101#0,Rotate image by 90 degrees clockwise,Rotate image by 90 degrees clockwise
56/1/102#0,Rotate image by 90 degrees counterclockwise,Rotate image by 90 degrees counterclockwise
56/1/103#0,Change selection status of grid points,Change selection status of grid points
56/1/104#0,Add pin,Add pin
56/1/105#0,Delete pin,Delete pin
56/1/106#0,Move pin,Move pin
56/1/107#0,Add pin and move,Add pin and move
56/1/108#0,Rotate pin,Rotate pin
56/1/109#0,Change mesh density,Change mesh density
56/1/110#0,Adjust expansion area,Adjust expansion area
56/1/111#0,Change selection status of pins,Change selection status of pins
56/1/112#0,Set whether to turn on pin rotation correction,Set whether to turn on pin rotation correction
56/1/113#0,Bring pin to front,Bring pin to front
56/1/114#0,Bring pin forward,Bring pin forward
56/1/115#0,Send pin backward,Send pin backward
56/1/116#0,Send pin to back,Send pin to back
56/1/117#0,Rotate guide lines,Rotate guide lines
56/1/118#0,Transform image,Transform image
56/1/119#0,Edit 2D camera,Edit 2D camera
56/1/120#0,Add text,Add text
56/1/121#0,Edit text,Edit text
57/1/1#0,Pair Tools,Pair Tools
58/1/1#0,Resource editor,Resource editor
58/1/2#0,About parameter help,About parameter help
58/1/5#0,Blending mode,Blending mode
58/1/7#0,Adjust stabilization by speed,Adjust stabilization by speed
58/1/10#0,Apply to each plot,Apply to each plot
58/1/11#0,Texture mode,Texture mode
58/1/12#0,Texture density,Texture density
58/1/13#0,Emphasize density,Emphasize density
58/1/14#0,Scale ratio/Rotation angle,Scale ratio/Rotation angle
58/1/16#0,Index when using unique tool cursor,Index when using unique tool cursor
58/1/17#0,Brush Size,Brush Size
58/1/18#0,Specify by size on screen,Specify by size on screen
58/1/19#0,At least 1 pixel,At least 1 pixel
58/1/20#0,Brush density,Brush density
58/1/21#0,Adjust brush density by gap,Adjust brush density by gap
58/1/24#0,Continuous spraying,Continuous spraying
58/1/27#0,Direction of particle,Direction of particle
58/1/28#0,Strength of randomized direction,Strength of randomized direction
58/1/29#0,Tip shape,Tip shape
58/1/30#0,Repeat method,Repeat method
58/1/31#0,Flip Horizontal/Flip Vertical,Flip Horizontal/Flip Vertical
58/1/32#0,Color mixing,Color mixing
58/1/33#0,Amount of paint,Amount of paint
58/1/34#0,Mixing mode,Mixing mode
58/1/35#0,Brightness correction,Brightness correction
58/1/36#0,Density of paint,Density of paint
58/1/37#0,Color stretch,Color stretch
58/1/38#0,Use watercolor effect,Use watercolor effect
58/1/39#0,Blending quality,Blending quality
58/1/40#0,Intensity of blur,Intensity of blur
58/1/41#0,Change brush tip color,Change brush tip color
58/1/42#0,Randomize per stroke,Randomize per stroke
58/1/44#0,Blend with sub color,Blend with sub color
58/1/46#0,Blend brush tips with Darken,Blend brush tips with Darken
58/1/47#0,Spraying effect,Spraying effect
58/1/48#0,Particle size,Particle size
58/1/49#0,Link to brush size,Link to brush size
58/1/50#0,Particle density,Particle density
58/1/51#0,Spray deviation,Spray deviation
58/1/52#0,Use fixed spray point,Use fixed spray point
58/1/53#0,Post correction,Post correction
58/1/54#0,Bezier curve,Bezier curve
58/1/55#0,Starting and Ending,Starting and Ending
58/1/56#0,How to specify,How to specify
58/1/57#0,Starting and Ending by speed,Starting and Ending by speed
58/1/60#0,Sharp angles,Sharp angles
58/1/61#0,Watercolor edge,Watercolor edge
58/1/64#0,Process after brush stroke,Process after brush stroke
58/1/65#0,Blurring width,Blurring width
58/1/66#0,Vector eraser,Vector eraser
58/1/67#0,Erase on all layers,Erase on all layers
58/1/68#0,Enable snapping,Enable snapping
58/1/69#0,Vector magnet,Vector magnet
58/1/70#0,Do not cross lines of reference layer,Do not cross lines of reference layer
58/1/71#0,Correct velocity input,Correct velocity input
58/1/72#0,Speed and Quality,Speed and Quality
58/1/73#0,Adjust reference position each time,Adjust reference position each time
58/1/74#0,Specify reference position,Specify reference position
58/1/75#0,Brush shape,Brush shape
58/1/76#0,Brush shape,Brush shape
58/1/77#0,Dual brush,Dual brush
58/1/79#0,Apply RGB value,Apply RGB value
58/1/80#0,Link to main brush size,Link to main brush size
58/1/81#0,2 - Brush shape,2 - Brush shape
58/1/84#0,Snap angle,Snap angle
58/1/85#0,Reset with double-click,Reset with double-click
58/1/86#0,Selection mode,Selection mode
58/1/87#0,Interlock selection and image,Interlock selection and image
58/1/88#0,Magnetic lasso,Magnetic lasso
58/1/89#0,Snap to vector paths,Snap to vector paths
58/1/90#0,Magnet settings,Magnet settings
58/1/91#0,Lasso selection mode,Lasso selection mode
58/1/93#0,Line color/Fill color,Line color/Fill color
58/1/94#0,Snap angle,Snap angle
58/1/95#0,Adjust angle after fixed,Adjust angle after fixed
58/1/96#0,Start from center,Start from center
58/1/97#0,Snap angle,Snap angle
58/1/98#0,Enable snapping,Enable snapping
58/1/100#0,Number of corners,Number of corners
58/1/101#0,Roundness of corner,Roundness of corner
58/1/102#0,Aspect type,Aspect type
58/1/105#0,Close line,Close line
58/1/106#0,How to specify,How to specify
58/1/107#0,Show line preview,Show line preview
58/1/108#0,Add/delete control points while drawing,Add/delete control points while drawing
58/1/109#0,Move grid/ruler bar,Move grid/ruler bar
58/1/111#0,Move the object at the clicked position,Move the object at the clicked position
58/1/112#0,Move layers in the selected area,Move layers in the selected area
58/1/113#0,Moved layers become selected,Moved layers become selected
58/1/114#0,Keep original image,Keep original image
58/1/116#0,Average color,Average color
58/1/118#0,Show color picker circle,Show color picker circle
58/1/119#0,Layer not to select,Layer not to select
58/1/120#0,Selectable object,Selectable object
58/1/121#0,Operation of transparent part,Operation of transparent part
58/1/122#0,Always show frame,Always show frame
58/1/123#0,Select Folders,Select Folders
58/1/124#0,Selection mode,Selection mode
58/1/125#0,Enable snapping,Enable snapping
58/1/126#0,Snap to other frame borders,Snap to other frame borders
58/1/127#0,Keep gutters aligned,Keep gutters aligned
58/1/129#0,Change thickness while scaling,Change thickness while scaling
58/1/131#0,Number of grid points,Number of grid points
58/1/132#0,Select grid points (tap),Select grid points (tap)
58/1/133#0,Select grid points (drag),Select grid points (drag)
58/1/134#0,Drag mode,Drag mode
58/1/135#0,Mesh density,Mesh density
58/1/137#0,Show mesh,Show mesh
58/1/138#0,Click pin,Click pin
58/1/139#0,Select pins (tap),Select pins (tap)
58/1/140#0,Select pins (drag),Select pins (drag)
58/1/141#0,Correct pin rotation,Correct pin rotation
58/1/142#0,Rotation angle,Rotation angle
58/1/143#0,Snap to 3D models,Snap to 3D models
58/1/144#0,Rotation step,Rotation step
58/1/145#0,Pivot point for multiple objects,Pivot point for multiple objects
58/1/146#0,Movement axis,Movement axis
58/1/147#0,Rotation axis,Rotation axis
58/1/148#0,On-screen manipulator,On-screen manipulator
58/1/149#0,Refer multiple,Refer multiple
58/1/150#0,Fill up to vector path,Fill up to vector path
58/1/151#0,Include vector path,Include vector path
58/1/152#0,Refer to image border,Refer to image border
58/1/153#0,Close gap,Close gap
58/1/154#0,Area scaling,Area scaling
58/1/157#0,Apply to connected pixels only,Apply to connected pixels only
58/1/158#0,Target color,Target color
58/1/162#0,Edge process,Edge process
58/1/163#0,Where to create,Where to create
58/1/165#0,Dust size,Dust size
58/1/168#0,Raster Layer,Raster Layer
58/1/169#0,Fill inside the frame,Fill inside the frame
58/1/170#0,Draw border,Draw border
58/1/171#0,How to add,How to add
58/1/172#0,How to add,How to add
58/1/174#0,Combine with text in drawing area,Combine with text in drawing area
58/1/175#0,Fill opacity,Fill opacity
58/1/176#0,Type of balloon tail,Type of balloon tail
58/1/177#0,Width of tail,Width of tail
58/1/178#0,How to bend,How to bend
58/1/180#0,Make curves,Make curves
58/1/182#0,Extend lines,Extend lines
58/1/183#0,Reference position,Reference position
58/1/184#0,Gap from reference position,Gap from reference position
58/1/187#0,Destination Layer,Destination Layer
58/1/188#0,Use radial line ruler for center,Use radial line ruler for center
58/1/189#0,Gap of line,Gap of line
58/1/190#0,Uneven reference position,Uneven reference position
58/1/193#0,Fill center,Fill center
58/1/194#0,Fill opacity,Fill opacity
58/1/195#0,Destination Layer,Destination Layer
58/1/196#0,Use parallel line ruler for angle,Use parallel line ruler for angle
58/1/197#0,Maximum number of lines,Maximum number of lines
58/1/199#0,Gap of line,Gap of line
58/1/203#0,Horizontal ratio,Horizontal ratio
58/1/204#0,Vertical ratio,Vertical ratio
58/1/205#0,Text direction,Text direction
58/1/207#0,Use half-width punctuation marks,Use half-width punctuation marks
58/1/208#0,Wrap text at frame,Wrap text at frame
58/1/210#0,Position in frame,Position in frame
58/1/212#0,Edge color,Edge color
58/1/213#0,Background color,Background color
58/1/215#0,Text color,Text color
58/1/217#0,Text list,Text list
58/1/219#0,Line space,Line space
58/1/220#0,How to specify,How to specify
58/1/221#0,Auto TateChuYoko (Horizontal in Vertical),Auto TateChuYoko (Horizontal in Vertical)
58/1/222#0,TateChuYoko (Horizontal in Vertical),TateChuYoko (Horizontal in Vertical)
58/1/223#0,Reading size,Reading size
58/1/224#0,Reading font,Reading font
58/1/225#0,Reading position,Reading position
58/1/226#0,Adjust reading,Adjust reading
58/1/227#0,Space between reading and main text,Space between reading and main text
58/1/228#0,Reading space,Reading space
58/1/229#0,Character spacing,Character spacing
58/1/230#0,Reading settings,Reading settings
58/1/232#0,Character spacing,Character spacing
58/1/233#0,Condense text,Condense text
58/1/234#0,OpenType features,OpenType features
58/1/235#0,Show resize handle,Show resize handle
58/1/236#0,Display quality while editing,Display quality while editing
58/1/237#0,How to add,How to add
58/1/239#0,Rotation angle,Rotation angle
58/1/240#0,Skew (horizontal),Skew (horizontal)
58/1/241#0,Skew (vertical),Skew (vertical)
58/1/243#0,Keep aspect ratio,Keep aspect ratio
58/1/246#0,Apply to,Apply to
58/1/247#0,Selection mode,Selection mode
