key,source,target
9/1/5#0,Skip login,Skip login
10/1/1#0,An internet connection is required.,An internet connection is required.
10/1/2#0,"You need an internet connection to use the free trial.
The app will be launched in doodle mode.","You need an internet connection to use the free trial.
The app will be launched in doodle mode."
10/1/3#0,Your free 30 hours have ended.,Your free 30 hours have ended.
10/1/4#0,The app will launch with limited features.,The app will launch with limited features.
10/1/5#0,A server error has occurred.,A server error has occurred.
10/1/6#0,"Please wait and try again to use the app for free.
The app will launch with limited features.","Please wait and try again to use the app for free.
The app will launch with limited features."
11/1/2#0,"Your license was deactivated successfully.
You can now try all features of the software.","Your license was deactivated successfully.
You can now try all features of the software."
11/1/3#0,"Your license was deactivated successfully.
You can now use all features of the software.","Your license was deactivated successfully.
You can now use all features of the software."
11/1/4#0,"This license has reached the maximum number of deactivations, so it cannot be activated on this device.","This license has reached the maximum number of deactivations, so it cannot be activated on this device."
11/1/5#0,Failed to deactivate the license.,Failed to deactivate the license.
12/1/2#0,Used on the maximum number of devices,Used on the maximum number of devices
12/1/3#0,This license is already being used on another device. Please choose one of the following ways to launch the app.,This license is already being used on another device. Please choose one of the following ways to launch the app.
12/1/4#0,Switch device,Switch device
12/1/5#0,Your license will be deactivated from the previous device. There is a limit to the number of times you can transfer licenses across devices.,Your license will be deactivated from the previous device. There is a limit to the number of times you can transfer licenses across devices.
12/1/6#0,View plans,View plans
12/1/7#0,"If you wish to use the app on more devices at once, please check for a suitable plan.","If you wish to use the app on more devices at once, please check for a suitable plan."
12/1/8#0,How to change your plan,How to change your plan
12/1/9#0,Use existing plan/free trial,Use existing plan/free trial
13/1/1#0,Draw and create with Clip Studio Paint,Draw and create with Clip Studio Paint
13/1/2#0,Purchase a plan to use all features!,Purchase a plan to use all features!
13/1/3#0,Purchase a plan for unlimited features!,Purchase a plan for unlimited features!
13/1/4#0,From %s/month /,From %s/month /
13/1/5#0,From %s/year  ,From %s/year  
13/1/6#0,Perpetual license from %s,Perpetual license from %s
13/1/7#0,"From %s/month
From %s/year    ","From %s/month
From %s/year    "
13/1/8#0,"From %s/month
Perpetual license from %s","From %s/month
Perpetual license from %s"
13/1/9#0,View plans,View plans
13/1/10#0,Try for free,Try for free
13/1/11#0,Doodle mode,Doodle mode
13/1/12#0,Up to 30 hours a month for free with no ads,Up to 30 hours a month for free with no ads
13/1/13#0,Already have a plan?,Already have a plan?
13/1/14#0,Log in,Log in
13/1/15#0,View available plans,View available plans
13/1/16#0,First time subscribers get 3 months free,First time subscribers get 3 months free
13/1/17#0,First time subscribers get 20% off,First time subscribers get 20% off
13/1/18#0,Tap here for support,Tap here for support
13/1/19#0,Your plan has expired.,Your plan has expired.
13/1/20#0,"Some features are limited in the current mode.
In doodle mode, you cannot save or export your project.","Some features are limited in the current mode.
In doodle mode, you cannot save or export your project."
13/1/21#0,"Some features are limited in the current mode.
In doodle mode, you cannot save or export your project.
Tap “Try for free” to use up to 30 hours free per month without limited features.","Some features are limited in the current mode.
In doodle mode, you cannot save or export your project.
Tap “Try for free” to use up to 30 hours free per month without limited features."
13/1/22#0,I understand,I understand
14/1/3#0,Downloading the installer for Clip Studio Paint %s.,Downloading the installer for Clip Studio Paint %s.
14/1/4#0,Failed to download the installer.,Failed to download the installer.
15/1/1#0,Loading plan details,Loading plan details
16/1/1#0,Plan list,Plan list
16/1/2#0,See your plan details here,See your plan details here
16/1/3#0,Activation code,Activation code
16/1/4#0,Serial number,Serial number
16/1/5#0,"For smartphones, tablets, and PCs 
(12 or 13 digits)","For smartphones, tablets, and PCs 
(12 or 13 digits)"
16/1/6#0,For Windows/macOS (30 digits),For Windows/macOS (30 digits)
16/1/10#0,Switch device and launch,Switch device and launch
16/1/14#0,"Install
compatible version","Install
compatible version"
16/1/15#0,Serial number:,Serial number:
16/1/16#0,Order number:,Order number:
16/1/17#0,License number:,License number:
16/1/18#0,Contact us,Contact us
16/1/19#0,No plans found.,No plans found.
16/1/20#0,"This license is already being used on another device. 
You will need to switch the active device to use it on this device.","This license is already being used on another device. 
You will need to switch the active device to use it on this device."
16/1/21#0,"This license is being used on another device. 
To use this license, you will need to switch the activation to this device.","This license is being used on another device. 
To use this license, you will need to switch the activation to this device."
16/1/22#0,"This license has reached the maximum number of deactivations,
so it cannot be activated on this device.","This license has reached the maximum number of deactivations,
so it cannot be activated on this device."
16/1/23#0,You cannot use this on the current device.,You cannot use this on the current device.
16/1/24#0,You cannot use this license on the current device.,You cannot use this license on the current device.
16/1/25#0,This version cannot be activated with the current license.,This version cannot be activated with the current license.
16/1/26#0,The serial number may not have been entered correctly.,The serial number may not have been entered correctly.
16/1/27#0,More information,More information
17/1/2#0,Log into Clip Studio,Log into Clip Studio
17/1/3#0,Please enter your Clip Studio account details.,Please enter your Clip Studio account details.
17/1/4#0,Email address,Email address
17/1/6#0,Log in,Log in
17/1/7#0,Forgot your password?,Forgot your password?
17/1/8#0,Continue with Apple,Continue with Apple
17/1/9#0,Continue with Google,Continue with Google
17/1/10#0,Create account,Create account
17/1/12#0,New to Clip Studio?,New to Clip Studio?
17/1/13#0,Skip login,Skip login
17/1/14#0,(No access to full-feature trials),(No access to full-feature trials)
17/1/15#0,Failed to login. Please check your email address and password is correct and try again.,Failed to login. Please check your email address and password is correct and try again.
18/1/1#0,You can change this at any time from the application menu > Privacy Settings.,You can change this at any time from the application menu > Privacy Settings.
18/1/2#0,You can change this at any time from File > Privacy Settings.,You can change this at any time from File > Privacy Settings.
18/1/3#0,You can change this at any time from Menu > Settings > Privacy Settings.,You can change this at any time from Menu > Settings > Privacy Settings.
19/1/2#0,Get Started,Get Started
19/1/3#0,Would you like to start the free trial?,Would you like to start the free trial?
19/1/4#0,・ No payment required after free trial ends,・ No payment required after free trial ends
19/1/5#0,・ No cancellation necessary,・ No cancellation necessary
20/1/1#0,Launching %s,Launching %s
21/1/2#0,Enter serial number,Enter serial number
21/1/3#0,Windows/macOS (30 characters),Windows/macOS (30 characters)
21/1/4#0,"Failed to launch.
Please check your serial number and try again.","Failed to launch.
Please check your serial number and try again."
21/1/5#0,Having trouble with your serial number?,Having trouble with your serial number?
22/1/2#0,An internet connection is required.,An internet connection is required.
22/1/3#0,"You need an internet connection to use the free trial.
The app will be launched in doodle mode.","You need an internet connection to use the free trial.
The app will be launched in doodle mode."
23/1/2#0,Continue offline,Continue offline
24/1/2#0,Enter 2-step verification code,Enter 2-step verification code
24/1/3#0,Enter the 6-digit code,Enter the 6-digit code
24/1/4#0,"A verification code has been sent to your registered email address.
The verification code will expire in 10 minutes.","A verification code has been sent to your registered email address.
The verification code will expire in 10 minutes."
24/1/5#0,Resend verification code,Resend verification code
24/1/6#0,Skip verification for 90 days on this device,Skip verification for 90 days on this device
24/1/8#0,"Verification failed.
Please enter the verification code again or try reissuing it.","Verification failed.
Please enter the verification code again or try reissuing it."
24/1/9#0,"Verification failed.
Please check the connectivity of your device.","Verification failed.
Please check the connectivity of your device."
25/1/1#0,Draw and create with Clip Studio Paint,Draw and create with Clip Studio Paint
25/1/2#0,Purchase a license,Purchase a license
25/1/4#0,Switch to another license,Switch to another license
25/1/6#0,Download Ver.%s,Download Ver.%s
25/1/8#0,Launch in doodle mode,Launch in doodle mode
25/1/9#0,"Your current license (Ver.%s) is not compatible with this version. 
To use all features, please use a license for Ver.%s.","Your current license (Ver.%s) is not compatible with this version. 
To use all features, please use a license for Ver.%s."
25/1/10#0,"Your Update Pass has expired.
In order to continue using the app, you need a license or plan for Ver.%s.","Your Update Pass has expired.
In order to continue using the app, you need a license or plan for Ver.%s."
26/1/2#0,You cannot use this version.,You cannot use this version.
26/1/3#0,"This version cannot be launched with your current license.
Please install the appropriate version for your license.","This version cannot be launched with your current license.
Please install the appropriate version for your license."
