key,source,target
4/1/4#0,"If 3D function doesn't work correctly when using it, click 
 the below button and check the operation environment.","Если 3D-функция работает некорректно при использовании, нажмите 
 кнопку ниже и проверьте рабочую среду."
4/1/5#0,"If this does not resolve the issue, please contact us from the following page.","Если это не решит проблему, свяжитесь с нами через следующую страницу."
4/1/6#0,"If 3D function doesn't work correctly when using it, it may be fixed with 
 the update of graphic driver.","Если 3D-функция работает некорректно при использовании, проблема может быть решена 
 обновлением графического драйвера."
4/1/7#0,Refer to how to update by clicking the below button.,"Ознакомьтесь со способом обновления, нажав кнопку ниже."
4/1/8#0,"If you want to use 3D function, please check 
 the operation environment for 3D function from the below web page and use the appropriate computer.","Если вы хотите использовать 3D-функцию, проверьте 
 рабочую среду для 3D-функции на указанной ниже веб-странице и используйте подходящий компьютер."
5/1/1#0,You can use this software without problems with your computer.,Вы можете без проблем использовать эту программу на своём компьютере.
5/1/2#0,You may have problems for this software with your computer.,При использовании этой программы на вашем компьютере возможны проблемы.
5/1/3#0,You cannot use this software with your computer.,Вы не можете использовать эту программу на своём компьютере.
5/1/4#0,"If the software does not start correctly or works slowly, click 
 the below button and check the operation environment.","Если программа не запускается корректно или работает медленно, нажмите 
 кнопку ниже и проверьте рабочую среду."
5/1/5#0,"If this does not resolve the issue, please contact us from the following page.","Если это не решит проблему, свяжитесь с нами через следующую страницу."
5/1/6#0,"If the software does not start correctly or works slowly, it may be fixed with 
 the update of graphic driver.","Если программа не запускается корректно или работает медленно, проблема может быть решена 
 обновлением графического драйвера."
5/1/7#0,Refer to how to update by clicking the below button.,"Ознакомьтесь со способом обновления, нажав кнопку ниже."
5/1/8#0,"Please check the operation environment for this software from the below web page
 and use the appropriate computer.","Проверьте рабочую среду для этой программы на указанной ниже веб-странице
 и используйте подходящий компьютер."
