file,source,target
742DEA58-main-ui,.tif (TIFF),
742DEA58-main-ui,.webp (WebP),
742DEA58-main-ui,OK,
742DEA58-main-ui,Apply tool property to text,
742DEA58-main-ui,Sub Tool,
742DEA58-main-ui,Tool Property,
742DEA58-main-ui,Sub Tool Detail,
742DEA58-main-ui,Layer Property,
742DEA58-main-ui,CLIP STUDIO.NET,
742DEA58-main-ui,%s (%s,
742DEA58-main-ui,%ddpi %.1f%%,
742DEA58-main-ui,%s%d x %dpx,
742DEA58-main-ui,%s%.2f x %.2fin,
742DEA58-main-ui,%s%.2f x %.2fpt,
742DEA58-main-ui,"Failed to import some 3D files. This may be due to the following:

・The file was in an unsupported format.
・The process was cancelled from the “Import 3D File” dialog.",
742DEA58-main-ui,Delete all selected tool and its sub tools. Do you want to proceed?,
742DEA58-main-ui,Are you sure you want to delete the following sub tool?,
742DEA58-main-ui,Are you sure you want to delete %s and the following %d sub tools?,
742DEA58-main-ui,Do you want to delete the selected sub tool group and its sub tools?,
742DEA58-main-ui,"Auto-save is disabled. 
Please make sure you check the save status before closing any files, and save the file if necessary.
If you want your file to automatically save at regular intervals, open Preferences > File 
and turn on “Save at regular intervals”, and set the Save Method to “Overwrite.”",
742DEA58-main-ui,There are no sub tools to repair.,
742DEA58-main-ui,"You need to save the file in CLIP STUDIO FORMAT (extension: clip) in order to use this function.
Save the file in CLIP STUDIO FORMAT, open the saved file and then try again.",
742DEA58-main-ui, ,
742DEA58-main-ui,"Copied %s to the app.
You can access it from [File] > [Import] > [Movie].",
742DEA58-main-ui,"Copied %s to the app.
You can access it from [File] > [Import] > [Audio].",
742DEA58-main-ui,"Copied %s to the app.
You can access it from [File] > [Import] > [Vector].",
742DEA58-main-ui,"Copied %s to the app.
You can access it from [File] > [Import] > [Exposure sheet].",
742DEA58-main-ui,"Copied %s to the app.
You can access it from [File] > [Import] > [3D data].",
742DEA58-main-ui,.:CELSYS_EN:CLIPStudioPaint:1.0.0,
742DEA58-main-ui,1,
742DEA58-main-ui,http://www.clipstudio.net/en/?app=,
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-help-manual-en,
742DEA58-main-ui,https://gd.clip-studio.com/gd?id=csp-help-support&app=,
742DEA58-main-ui,http://www.clipstudio.net/en/site/ads/csp/product_pro.html?app=,
742DEA58-main-ui,http://www.clipstudio.net/en/site/sync/csp/?app=,
742DEA58-main-ui,http://www.clipstudio.net/en/site/menu_csp/index.html,
742DEA58-main-ui,https://www.clipstudio.net/en/functions,
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-eura-ai-en,
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-userguide-ai-en,
742DEA58-main-ui,https://apps.apple.com/us/app/clip-studio-paint-ex-for-manga/id1262985592?ls=1&mt=8,
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-samsungdex-info-enus,
742DEA58-main-ui,https://www.clipstudio.net/gd?id=improvement-enus,
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-restarting-problem_en,
742DEA58-main-ui,https://gd.clip-studio.com/gd?id=csp-info-corrupted-en-us,
742DEA58-main-ui,https://gd.clip-studio.com/gd?id=csp-tutorial-youtube-europe,
742DEA58-main-ui,en,
742DEA58-main-ui,%s %d/%02d/%02d %02d: %02d %s: %s,
742DEA58-main-ui,Press [Browse] and choose a folder for group work data.,
742DEA58-main-ui,Press [Browse] and choose which folder to create the work folder in.,
742DEA58-main-ui,Press [Browse] and choose a save folder.,
742DEA58-main-ui,%s %d,
742DEA58-main-ui,%s : %s,
742DEA58-main-ui,C:\Program Files\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe,
742DEA58-main-ui,C:\Program Files (x86)\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe,
742DEA58-main-ui,C:\Program Files\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe,
742DEA58-main-ui,C:\Program Files\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe,
742DEA58-main-ui,C:\Program Files\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe,
742DEA58-main-ui,C:\Program Files (x86)\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe,
742DEA58-main-ui,C:\Program Files (x86)\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe,
742DEA58-main-ui,C:\Program Files (x86)\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe,
742DEA58-main-ui,/Applications/ComicStudio4_EX/ComicStudio EX.app,
742DEA58-main-ui,/Applications/ComicStudio4_Pro/ComicStudio Pro.app,
742DEA58-main-ui,/Applications/ComicStudio4_Debut/ComicStudio Debut.app,
742DEA58-main-ui,ComicStudio EX.app,
742DEA58-main-ui,ComicStudio Pro.app,
742DEA58-main-ui,ComicStudio Debut.app,
742DEA58-main-ui,Manga Studio EX.app,
742DEA58-main-ui,Manga Studio Pro.app,
742DEA58-main-ui,Manga Studio Debut.app,
742DEA58-main-ui,"Turn this check on for creating works with multiple pages and specify number of pages and layouts.
Even if data is created with this check off, you can switch to multiple-page layout later by using [Add Page] and [Next Page] 
 in [Story] menu.
",
742DEA58-main-ui,240,
742DEA58-main-ui,390,
742DEA58-main-ui,90,
742DEA58-main-ui,590,
742DEA58-main-ui,170,
742DEA58-main-ui,275,
742DEA58-main-ui,"If you delete the Downloads tool, all sub tools in the group will be deleted, and the auto-install setting will be turned off. Would you like to continue?",
742DEA58-main-ui,No. of sub tool icons,
742DEA58-main-ui,Select sub tool,
742DEA58-main-ui,%s: %s (%.1f%%),
742DEA58-main-ui,Export sub tool,
742DEA58-main-ui,Export sub tools as separate files,
742DEA58-main-ui,(1–%d),
742DEA58-main-ui,X,
742DEA58-main-ui,"All tools and sub tools registered in the Tool palette and Sub Tool palette will be reset to their original defaults.
Any added tools or sub tools will be deleted.
Shortcuts assigned to tools will be also reset to their original defaults.
",
742DEA58-main-ui,"Brush shapes 
registered to the Sub Tool Detail palette 
will be reset to their original defaults.
Any added brush shapes 
will be deleted.",
742DEA58-main-ui,"All settings under [Tab-Mate Controller Settings] 
and [Quick Menu Settings]
 will be reset to their original defaults.",
742DEA58-main-ui,"Settings for items in the Layer Property palette 
will be reset to their original defaults.",
742DEA58-main-ui,Do you want to revert [Tab-Mate Controller Settings] to their original defaults?,
742DEA58-main-ui,110,
742DEA58-main-ui,%d %%,
742DEA58-main-ui,Show property bar,
742DEA58-main-ui,Material property,
742DEA58-main-ui,・,
742DEA58-main-ui,Sub tools,
742DEA58-main-ui,%,
742DEA58-main-ui,Use same sub tool as canvas,
742DEA58-main-ui,Register current sub tool,
742DEA58-main-ui,%s (%s),
742DEA58-main-ui,"You can set the assigned actions of modifier keys as well as mouse input such as the mouse wheel and right-click.
How to set modifier keys:
1. For each key entry or mouse input, select the action you want to assign from the list.
2. To change the general settings, check [General settings].
3. Click OK to apply your changes.
3. When selecting a sub tool, you can change the input process and output process of that tool. Settings will be shared with other tools that have the same input and output processes. 
4. Click OK to apply your changes.",
742DEA58-main-ui,"You can set the assigned actions of modifier keys.

 How to set modifier keys:
 1. For each key entry, select the action you want to assign from the list. 
2. If [General settings] is selected in the list, general settings will be used. To change the general settings, check [General settings].
3. When selecting a sub tool, you can change the input and output processing to be set. Settings will be shared with other tools that have the same input and output processes. 
4. Click OK to apply your changes.",
742DEA58-main-ui,640,
742DEA58-main-ui,Types of available drawing figures,
742DEA58-main-ui,Enable canvas recovery,
742DEA58-main-ui,"File may be saved automatically, even if the set Save interval is not reached.",
742DEA58-main-ui,Save at regular intervals,
742DEA58-main-ui,Save interval,
742DEA58-main-ui,“Save recovery information” restores your progress based on the recovery information if the project is closed without being saved. You can choose whether to save over the original project or discard it.,
742DEA58-main-ui,This restores your progress based on the recovery information if the project is closed without being saved. You can choose whether to save over the original project or discard it.,
742DEA58-main-ui,New text property,
742DEA58-main-ui,Selected text tool property,
742DEA58-main-ui,Sub Tool Settings,
742DEA58-main-ui,Add current sub tool,
742DEA58-main-ui,Do you want to revert [Quick Menu Settings] to their original defaults?,
742DEA58-main-ui,Press [Browse] and choose a save folder to manage multiple pages.,
742DEA58-main-ui,"""%s"" is already used in 

%s

Every time you press key, it will switch between tool and sub tool using the same shortcut.",
742DEA58-main-ui,"How to set a shortcut:
1. Select an item and tap [Edit shortcut], then assign the shortcut by pressing the key.
2. Shortcuts can be assigned to tools, sub tool groups, or sub tools.
3. Click [OK] to update the changes.",
742DEA58-main-ui,Edit text property,
742DEA58-main-ui,New sub tool,
742DEA58-main-ui,Create copy of currently selected sub tool,
742DEA58-main-ui,Delete selected sub tool,
742DEA58-main-ui,Change settings of selected sub tool,
742DEA58-main-ui,Create new customized sub tool,
742DEA58-main-ui,Duplicate sub tool,
742DEA58-main-ui,Sub tool settings,
742DEA58-main-ui,Delete sub tool,
742DEA58-main-ui,Create custom sub tool,
742DEA58-main-ui,Sub tool group settings,
742DEA58-main-ui,Delete sub tool group,
742DEA58-main-ui,Import sub tool group,
742DEA58-main-ui,Export sub tool group,
742DEA58-main-ui,Import sub tool,
742DEA58-main-ui,Register sub tool as material,
742DEA58-main-ui,Add sub tool,
742DEA58-main-ui,Show group name of sub tool,
742DEA58-main-ui,All supported formats|*.sut;*.abr;*.sutg|Sub tool file|*.sut|Sub tool group file|*.sutg|Photoshop brush file|*.abr,
742DEA58-main-ui,All supported formats|*.sut;*.abr|Sub tool file|*.sut|Photoshop brush file|*.abr,
742DEA58-main-ui,Sub tool file|*.sut,
742DEA58-main-ui,Sub tool group file|*.sutg,
742DEA58-main-ui,Registering to Sub Tool palette (registering images to the Material palette)...,
742DEA58-main-ui,Registered to sub tool palette.,
742DEA58-main-ui,"Registered to sub tool palette, but some file could not be imported.",
742DEA58-main-ui,This file cannot be registered to sub tool palette.,
742DEA58-main-ui,You cannot import sub tool files in Clip Studio Paint Debut.,
742DEA58-main-ui,Exporting image materials included in sub tools...,
742DEA58-main-ui,Importing image materials included in sub tools...,
742DEA58-main-ui,The following sub tool files already exist. Do you want to replace it?,
742DEA58-main-ui,%s and the following %d sub tool files already exist. Do you want to replace them?,
742DEA58-main-ui,Failed to export sub tool.,
742DEA58-main-ui,Do you want to restore the following sub tools to their default settings?,
742DEA58-main-ui,Do you want to restore %s and the following %d sub tools to the default settings?,
742DEA58-main-ui,Do you want to replace the existing default settings and save the current settings as default for the following sub tools?,
742DEA58-main-ui,Do you want to replace the existing default settings and save the current settings as default for %s and the following %d sub tools?,
742DEA58-main-ui,Failed to load default sub tools.,
742DEA58-main-ui,Search for sub tools on ASSETS,
742DEA58-main-ui,Background color of icon,
742DEA58-main-ui,Sub tool with same name exists. Do you want to proceed?,
742DEA58-main-ui,User Settings ...,
742DEA58-main-ui,%d:%d,
742DEA58-main-ui,C:\Program Files\CELSYS\ToeiAnimation\DigitalTimeSheet\ToeiAnimationDigitalTimeSheet.exe,
742DEA58-main-ui,Notify when auto-installing sub tools,
742DEA58-main-ui,Selected sub tool,
742DEA58-main-ui,First sub tool,
742DEA58-main-ui,"Set the brush size (line width). 
To add variety to your line width, click the button to the right of the slider to open the [Dynamics] dialog box, where you can link brush size to pen pressure or other dynamics.
",
742DEA58-main-ui,"The Stabilization and Post-correction settings reduce jitters to create smoother lines. 
 Stabilization smooths lines by delaying the input from the tablet, while Post-correction smooths the line after it is drawn. 
 [Taper] gradually reduces the pen pressure as the pen is lifted from the tablet. When pen pressure is assigned to line width, the line tapers off at the end.",
742DEA58-main-ui,Adjust settings related to the Tool Property palette.,
742DEA58-main-ui,Reset selected sub tool to default settings,
742DEA58-main-ui,Save current settings as default settings for this sub tool,
742DEA58-main-ui,Show category name (label) on tool property palette,
742DEA58-main-ui,Copy to all sub tools within same group,
742DEA58-main-ui,Copy to all sub tools within same tool,
742DEA58-main-ui,Copy to all sub tools within all tools,
742DEA58-main-ui,405,
742DEA58-main-ui,135,
742DEA58-main-ui,180,
742DEA58-main-ui,210,
742DEA58-main-ui,350,
742DEA58-main-ui,340,
742DEA58-main-ui,Lock sub tool and do not save changes,
742DEA58-main-ui,Show [Sub Tool Detail palette] and edit hidden parameter value and displayed status,
742DEA58-main-ui,Apply brush shape selected in list to sub tool,
742DEA58-main-ui,Select brush shape from list and apply to sub tool,
742DEA58-main-ui,430,
742DEA58-main-ui,205,
742DEA58-main-ui,189,
742DEA58-main-ui,45,
742DEA58-main-ui,450,
742DEA58-main-ui,230,
742DEA58-main-ui,/allow/gd.html?page=assets-simple-brush:%s,
742DEA58-main-ui,/allow/gd.html?page=assets-colorpatterns:%s,
742DEA58-main-ui,/allow/gd.html?page=assets-3dheadmodels:%s,
742DEA58-main-ui,/allow/gd.html?page=assets-3ddrawingfigures:%s,
742DEA58-main-ui,/allow/gd.html?page=assets-environment-light-material:%s,
742DEA58-main-ui,/allow/gd.html?page=assets-3d-primitive-texture:%s,
742DEA58-main-ui,/allow/gd.html?page=assets-gradation-set:%s,
742DEA58-main-ui,/allow/gd.html?page=simple-material-palette:%s,
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v410/en/pc/tutorial/tutorial.html,
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v300/en/introduction_studio_phone/tutorial/tutorial.html,
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v410/en/introduction_simple_phone/tutorial/tutorial.html,
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v310/en/introduction_studio_tab/tutorial/tutorial.html,
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v410/en/introduction_simple_tab/tutorial/tutorial.html,
742DEA58-main-ui,https://www.clipstudio.net/app/gd?id=newfunctions-420-enus,
742DEA58-main-ui,CAM SHAKE S,
742DEA58-main-ui,"このキャンバスは保存不可のためタイムラプスの書き出しができません。
記録されているタイムラプスのプレビューを確認するために書き出しダイアログを開くことは可能です。

ダイアログを開きますか?",
742DEA58-main-ui,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|Targa|*.tga|WebP|*.webp,
742DEA58-main-ui,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|WebP|*.webp,
742DEA58-main-ui,%.1f LPI / %d%%,
742DEA58-main-ui,Layer Property Palette,
742DEA58-main-ui,Adjust shape of 3D head model,
742DEA58-main-ui,｜,
742DEA58-main-ui,<<% %s <<,
742DEA58-main-ui,"ネットワークでエラーが発生しました。
通信環境を確認してください。",
742DEA58-main-ui,"ファイル情報が取得できませんでした。
CLIP STUDIO PAINTのアップデートがある場合は、最新バージョンにアップデートしてご確認ください。",
742DEA58-main-ui,"ファイル処理に失敗しました。
再度ダウンロードをお試しいただくか、CLIP STUDIO PAINTのアップデートがある場合は最新バージョンにアップデートしてご確認ください。",
742DEA58-main-ui,"表紙が存在しない作品はCLIP STUDIO MONO用データを作成できません。
[ページ管理]メニューの[作品基本設定を変更]から、表紙を追加できます。",
742DEA58-main-ui,"未保存のページがあります。
すべてのページを保存後にコマンドを実行してください。",
742DEA58-main-ui,"キャンバスが未保存のため、処理を実行できません。
保存後に再度実行してください。",
742DEA58-main-ui,"作品の基本設定とは異なるサイズのページが存在します。
該当するページは作品の基本設定と同じサイズに拡大・縮小して出力されます。",
742DEA58-main-ui,"CLIP STUDIOのバージョンが低いため、登録処理を実行できません。
CLIP STUDIOをアップデートしてから再度実行してください。",
742DEA58-main-ui,"CLIP STUDIO MONO用データが%dMBを超えたため、データの登録ができません。
出力後のサイズが%dMB以内になるように画像サイズなどを調整してください。",
742DEA58-main-ui,"サンプルとして設定したタイムラプスが20MBを超えたため、データの登録ができません。
画像でのサンプルを検討してください。",
742DEA58-main-ui,"ムービーファイルがファイルオブジェクトとして含まれています。
このムービーファイルのアニメーションは再生されません。",
742DEA58-main-ui,こちらからDC3マスターコンテンツを CLIP STUDIO MONO にも登録しませんか？,
742DEA58-main-ui,CLIP STUDIO MONOとは何ですか？,
742DEA58-main-ui,"「%s」
をイラスト作品 (イメージ) としてデータ出力します。よろしいですか？",
742DEA58-main-ui,"「%s」
を複数ページ作品 (ブック) としてデータ出力します。よろしいですか？",
742DEA58-main-ui,出力,
742DEA58-main-ui,詳細を設定して出力,
742DEA58-main-ui,"%d/%d, %d/%d",
742DEA58-main-ui,Register Layer as Template Material,
742DEA58-main-ui,Show sub tool palette,
742DEA58-main-ui,Show tool property palette,
742DEA58-main-ui,Show sub tool detail palette,
742DEA58-main-ui,Show layer property palette,
742DEA58-main-ui,Pop up Sub tool palette,
742DEA58-main-ui,Pop up Tool property palette,
742DEA58-main-ui,Pop up Sub Tool Detail palette,
742DEA58-main-ui,Pop up Layer Property palette,
742DEA58-main-ui,"%s will be reset to their original defaults.
- Registered buttons will be deleted.
- Button positions will be reset to their original defaults. 
- Image files and background colors set up for icons will be retained even after deletion.
 Would you like to proceed?",
742DEA58-main-ui,  ,
742DEA58-main-ui,    ,
742DEA58-main-ui,Failed to import sub tool.,
742DEA58-main-ui,Default sub tools cannot be deleted in Clip Studio Paint Debut.,
742DEA58-main-ui,"Brush images or paper textures in the added sub tools may be damaged. 
 Please delete the added sub tools.",
742DEA58-main-ui,Brush images or paper textures in the added sub tool “%s” may be corrupted.,
742DEA58-main-ui,"[%s] tool doesn't exist.
Create custom sub tool.",
742DEA58-main-ui,You cannot add sub tool groups to the Downloads tool.,
742DEA58-main-ui,You cannot move the Downloads sub tool group.,
742DEA58-main-ui,012abcABC,
742DEA58-main-ui,(%d / %d),
742DEA58-main-ui,400,
742DEA58-main-ui,65,
742DEA58-main-ui,-10,
742DEA58-main-ui,Common,
742DEA58-main-ui,clipstudio.module.plugin.paint.pdf.export,
742DEA58-main-ui,clipstudio.module.plugin.paint.pdf.import,
742DEA58-main-ui,Sub tool palette,
742DEA58-main-ui,Switch to previous sub tool,
742DEA58-main-ui,Switch to next sub tool,
742DEA58-main-ui,Switch to previous sub tool group,
742DEA58-main-ui,Switch to next sub tool group,
742DEA58-main-ui,Switch between current and previous sub tools,
742DEA58-main-ui,Switch between current sub tool and eraser,
742DEA58-main-ui,Backspace,
742DEA58-main-ui,50,
742DEA58-main-ui,120,
742DEA58-main-ui,Tool property palette,
742DEA58-main-ui,60,
742DEA58-main-ui,UTC 19:00,
742DEA58-main-ui,%d%,
742DEA58-main-ui,PNG (.png),
742DEA58-main-ui,JPEG (.jpg),
742DEA58-main-ui,PSD (.psd),
742DEA58-main-ui,Do you want to reset the selected sub tool to the default settings?,
742DEA58-main-ui,"Tools and sub-tools, including those created by the user, are included in the command bar settings.
When loading this workspace material in another environment, some settings for tools and sub tools will not be applied.
",
742DEA58-main-ui,"The command bar settings include tools or sub tools from the default settings.
This workspace may not work correctly in environments where the tool configurations have been changed.
",
742DEA58-main-ui,0,
742DEA58-main-ui,https://support.wacom.com/hc/en-us/sections/13393650144919-Wacom-Yuify,
7F9F9530-cloud-sync,F,
7F9F9530-cloud-sync,E,
7F9F9530-cloud-sync,Show property window of selected works,
7F9F9530-cloud-sync,"The selected %d items will be removed from this list and the actual files will be moved to the Recycle Bin/Trash of your computer.
(Please note that if there is not sufficient storage in your Recycle Bin, the files will be deleted entirely.)
If the files are saved to external storage, the files will be deleted without being moved to the Recycle Bin.
This operation cannot be undone. Remove anyway?",
7F9F9530-cloud-sync,"Delete selected %d files from this device.
This operation cannot be undone. Delete anyway?",
7F9F9530-cloud-sync,"The selected %d items will be deleted from this list.
 This operation does not affect the actual files.
The work files will be displayed in this list again if they are edited later.
This operation cannot be undone. Delete anyway?",
7F9F9530-cloud-sync,"The selected %d items will be removed from this list and the actual files will be moved to the Recycle Bin/Trash of your computer.
(Please note that if there is not sufficient storage in your Recycle Bin, the files will be deleted entirely.)
 If the files are saved to external storage, the files will be deleted without being moved to the Recycle Bin.
Works indicated as ""Not Found"" are only removed from this list. The actual files are not affected.
This operation cannot be undone. Remove anyway?",
7F9F9530-cloud-sync,"Delete selected %d items from this device.
*Works indicated as ""Not Found"" are only deleted from this list. The actual files are not affected.
This operation cannot be undone. Delete anyway?",
7F9F9530-cloud-sync, ,
7F9F9530-cloud-sync,Delete [%s],
7F9F9530-cloud-sync,Show property window of selected materials,
7F9F9530-cloud-sync,"”%s” is used in the following sub tool brush shape preset. 
Do you want to delete the material?",
7F9F9530-cloud-sync,Searching sub tool to use this material...(Cancel to delete without searching),
8AF4B718-video-export,AVI (*.avi)|*.avi;,
8AF4B718-video-export,AVI (*.avi)|*.avi,
8AF4B718-video-export,MP4 (*.mp4)|*.mp4,
97CDB75A-ebook-export,%4d x %4d,
97CDB75A-ebook-export,%s (%s),
97CDB75A-ebook-export,https://celiceappprod.s3-ap-northeast-1.amazonaws.com/en-us/gd.html?app=paint&page=kdp-top,
9D97267F-close-glyph,×,
B7DCE242-3d-figure-import,"%s
This file can be imported with realistic rendering.
Please select how to import the texture for this file.",
B8DA21EC-page-counter,%d / %d,
BFA867AE-quick-access, ,
BFA867AE-quick-access,Backspace,
BFA867AE-quick-access,OK,
DD705E0D-cloud-menu,"There is no Cloud data for this item. 
It may have been deleted in another environment. 
A recovery process will be executed to keep this data. 

Do you want to proceed?",
DD705E0D-cloud-menu,"This cloud data does not exist.
It may have been deleted in another environment. 
Open the data and carry out the recovery process.",
DD705E0D-cloud-menu,"Unable to find file. 

It may have been moved, deleted, or the name may have been changed. 
Click the [OK] button to browse for the file or click the [Cancel] button to delete the work.",
DD705E0D-cloud-menu,"Unable to find file. 

It may have been moved, deleted, or the name may have been changed. 
Click the OK button to delete the work.",
DD705E0D-cloud-menu,https://license-account-us.celsys.co.jp/hb.php,
DD705E0D-cloud-menu,https://www.clipstudio.net/en/dl,
DD705E0D-cloud-menu,https://gd.clip-studio.com/gd?id=servererror-en-us,
DD705E0D-cloud-menu,https://us-lic.celsys.co.jp/gd/index.php?id=csp-contact-en,
DD705E0D-cloud-menu,Register master content to Clip Studio Mono,
DD705E0D-cloud-menu,"マスターコンテンツ実データがアップロードできませんでした。
通信状況を確認し、時間を置いて再度お試しください。",
DD705E0D-cloud-menu,"マスターコンテンツ設定プロパティデータがアップロードできませんでした。
通信状況を確認し、時間を置いて再度お試しください。",
DD705E0D-cloud-menu,/allow/gd.html?page=csp-activation-codes:%s,
DD705E0D-cloud-menu,%s : %s,
DD705E0D-cloud-menu,Failed to upload the file. Please check the connectivity of your device.,
DD705E0D-cloud-menu,100,
DD705E0D-cloud-menu,300,
E79C2AC5-material-catalog,△,
E79C2AC5-material-catalog,▽,
E79C2AC5-material-catalog,"Make this sub tool snap to rulers, etc.",
E79C2AC5-material-catalog,Saving recovery information. Recovery settings can be adjusted under [Preferences].,
E79C2AC5-material-catalog,  ,
E79C2AC5-material-catalog,↑,
E79C2AC5-material-catalog,→,
E79C2AC5-material-catalog,↓,
E79C2AC5-material-catalog,←,
E79C2AC5-material-catalog,20,
E79C2AC5-material-catalog,80,
E79C2AC5-material-catalog,270,
E79C2AC5-material-catalog,60,
E79C2AC5-material-catalog,130,
E79C2AC5-material-catalog,220,
E79C2AC5-material-catalog,140,
E79C2AC5-material-catalog, ,
E79C2AC5-material-catalog,Index when using sub tool unique cursor,
E79C2AC5-material-catalog,"Set the size of the brush.
You can also link the brush size to pen dynamics such as pen pressure by selecting the [Dynamics] button to the right.",
E79C2AC5-material-catalog,"Set the thickness of the brush tip.
You can also link the thickness to pen dynamics such as pen pressure by selecting the [Dynamics] button to the right.",
E79C2AC5-material-catalog,"When this setting is on, you can snap to rulers, special rulers, and the canvas grid when drawing, according to the settings in the View menu > Snap. This does not apply to sub tools that have this setting turned off.",
E79C2AC5-material-catalog,"This setting changes how the [Velocity] is calculated when used as input for tool dynamics. When turned on, the change caused by the speed of the pen will be consistent across different devices. When turned off, velocity will be calculated as in previous versions.",
E79C2AC5-material-catalog,Change [Brush shape] for current sub tool.,
E79C2AC5-material-catalog,"Save the current brush shape as a preset. 
Once saved as a preset, you can use it for other sub tools.",
E79C2AC5-material-catalog,Moves the start points of the grid and ruler bar (shown using the [View] menu). This tool does not move layers.,
E79C2AC5-material-catalog,"When this setting is on, you can align and snap to objects when dragging objects or handles,  according to the settings in the View menu > Snap. When this setting is turned off, the sub tool will not snap to other objects.",
E79C2AC5-material-catalog,"When this option is turned on, the lines will be created with extra control points for adjusting the curve. After making the lines, click with the [Object] sub tool to adjust the curve.
If you want straight lines, leave this box unchecked.",
E79C2AC5-material-catalog,"Select whether changes to the Tool Property palette apply to new text or selected text. When set to “New only”, changes in the Tool Property will not affect any selected text. When set to “Selected text”, the properties will apply to new and selected text.

",
