file,source,target
742DEA58-main-ui,CLIP STUDIO PAINT,CLIP STUDIO PAINT
742DEA58-main-ui,CLIP STUDIO PAINT,CLIP STUDIO PAINT
742DEA58-main-ui,CLIP STUDIO PAINT,CLIP STUDIO PAINT
742DEA58-main-ui,"CELSYS, Inc.","CELSYS, Inc."
742DEA58-main-ui,CLIP STUDIO PAINT %s,CLIP STUDIO PAINT %s
742DEA58-main-ui,CLIP STUDIO,CLIP STUDIO
742DEA58-main-ui,CLIP STUDIO PAINT %s,CLIP STUDIO PAINT %s
742DEA58-main-ui,CLIP STUDIO PAINT,CLIP STUDIO PAINT
742DEA58-main-ui,Wacom stylus,Wacom стилус
742DEA58-main-ui,Enable Wacom stylus settings,Включить настройки стилуса Wacom
742DEA58-main-ui,Wacom stylus Settings,Wacom Настройки стилуса
742DEA58-main-ui,Get License,Получить лицензию
742DEA58-main-ui,.lip (CLIP STUDIO PAINT),.lip (CLIP STUDIO PAINT)
742DEA58-main-ui,.bmp (BMP),.bmp (BMP)
742DEA58-main-ui,.jpg (JPEG),.jpg (JPEG)
742DEA58-main-ui,.png (PNG),.png (PNG)
742DEA58-main-ui,.psd (Photoshop),.psd (Photoshop)
742DEA58-main-ui,.tif (TIFF),.tif (TIFF)
742DEA58-main-ui,.webp (WebP),.webp (WebP)
742DEA58-main-ui,OK,OK
742DEA58-main-ui,Clear Memory,Очистить память
742DEA58-main-ui,Save in Kindle format,Сохранить в формате Kindle.
742DEA58-main-ui,Preview of exported Kindle data,Предварительный просмотр экспортированных данных Kindle
742DEA58-main-ui,Open export destination of Kindle format,Открыть место назначения экспорта формата Kindle.
742DEA58-main-ui,CLIP STUDIO.NET,CLIP STUDIO.NET
742DEA58-main-ui,OK,OK
742DEA58-main-ui,%s (%s,%s (%s
742DEA58-main-ui,%ddpi %.1f%%,%ddpi %.1f%%
742DEA58-main-ui,%s%d x %dpx,%s%d x %dpx
742DEA58-main-ui,%s%.2f x %.2fin,%s%.2f x %.2fin
742DEA58-main-ui,%s%.2f x %.2fpt,%s%.2f x %.2fpt
742DEA58-main-ui,"Failed to load some 3D files. This may be due to the following:

・The file was in an unsupported format.
・A mix of Ver 1.5 compatible layer files and non-compatible files.","Не удалось загрузить некоторые 3D-файлы. Это может быть связано со следующим:

・Файл имел неподдерживаемый формат.
・Сочетание файлов слоев, совместимых с версией 1.5, и несовместимых файлов."
742DEA58-main-ui,Running on unsupported OS. OS is not Windows 7 or later.,Работает на неподдерживаемой ОС. ОС не Windows 7 или новее.
742DEA58-main-ui,Running on unsupported OS. OS version is not 10.10 or later.,Работает на неподдерживаемой ОС. Версия ОС не 10.10 или новее.
742DEA58-main-ui,Running on unsupported OS. OS version is not 10.3.3 or later.,Работает на неподдерживаемой ОС. Версия ОС не 10.3.3 или новее.
742DEA58-main-ui,Running on unsupported OS.,Работает на неподдерживаемой ОС.
742DEA58-main-ui,The system requirements for this software will change soon.,Системные требования для этого программного обеспечения скоро изменятся.
742DEA58-main-ui,Operation cannot be guaranteed on your current operating system. Please check the support information.,"Работа не может быть гарантирована в вашей текущей операционной системе. Пожалуйста, проверьте информацию о поддержке."
742DEA58-main-ui,"From Ver. 1.10.10, the default brush tools have been updated.

・11 new default sub tools have been added.
・ We have updated the optional sub tools that can be added.

See below for more information.","Из Вер. В версии 1.10.10 обновлены инструменты кисти по умолчанию.

・Добавлено 11 новых дополнительных инструментов по умолчанию.
・ Мы обновили дополнительные дополнительные инструменты, которые можно добавить.

Дополнительную информацию см. ниже."
742DEA58-main-ui,"Try brushes with realistic color mixing.
・You can use this color mode by changing the Color mixing mode to Perceptual in the Sub Tool Detail palette > Ink category.
・We’ve also created new default brushes with the Perceptual color mixing mode that you can download. Tap the below link to learn more.","Попробуйте кисти с реалистичным смешиванием цветов.
・Вы можете использовать этот цветовой режим, изменив режим смешивания цветов на «Перцептивный» в палитре «Детали вспомогательного инструмента» > «Чернила».
・Мы также создали новые кисти по умолчанию с режимом смешивания цветов Perceptual, которые вы можете скачать. Нажмите на ссылку ниже, чтобы узнать больше."
742DEA58-main-ui,"Try brushes with realistic color mixing.
We’ve created new default brushes with the Perceptual color mixing mode that you can download. Tap the below link to learn more.","Попробуйте кисти с реалистичным смешиванием цветов.
Мы создали новые кисти по умолчанию с режимом смешивания цветов Perceptual, который вы можете скачать. Нажмите на ссылку ниже, чтобы узнать больше."
742DEA58-main-ui,"The canvas has a timeline enabled, so you cannot combine the pages into a two-page spread.","На холсте включена временная шкала, поэтому вы не можете объединить страницы в двухстраничный разворот."
742DEA58-main-ui,There is no page to combine as a two-page spread for the inner cover and inner back cover.,"Нет страницы, которую можно было бы объединить в двухстраничный разворот для внутренней и задней обложки."
742DEA58-main-ui, , 
742DEA58-main-ui, , 
742DEA58-main-ui, , 
742DEA58-main-ui,"Tabmate settings are different for Studio Mode and Simple Mode. You can open the settings from the menu button at the top right of the canvas, then go to Preferences and Help > Clip Studio Tabmate.","Настройки Tabmate различаются для режима Studio и простого режима. Вы можете открыть настройки с помощью кнопки меню в правом верхнем углу холста, затем перейти в «Настройки и справка» > «Clip Studio Tabmate»."
742DEA58-main-ui,"Tabmate 2 settings are different for Studio Mode and Simple Mode. You can open the settings from the menu button at the top right of the canvas, then go to Preferences and Help > Clip Studio Tabmate.","Настройки Tabmate 2 различаются для режима Studio и простого режима. Вы можете открыть настройки с помощью кнопки меню в правом верхнем углу холста, затем перейти в «Настройки и справка» > «Clip Studio Tabmate»."
742DEA58-main-ui,.:CELSYS_EN:CLIPStudioPaint:1.0.0,.:CELSYS_EN:CLIPStudioPaint:1.0.0
742DEA58-main-ui,1,1
742DEA58-main-ui,http://www.clipstudio.net/en/?app=,http://www.clipstudio.net/en/?app=
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-help-manual-en,https://www.clipstudio.net/gd?id=csp-help-manual-en
742DEA58-main-ui,https://gd.clip-studio.com/gd?id=csp-help-support&app=,https://gd.clip-studio.com/gd?id=csp-help-support&app=
742DEA58-main-ui,http://www.clipstudio.net/en/site/ads/csp/product_pro.html?app=,http://www.clipstudio.net/en/site/ads/csp/product_pro.html?app=
742DEA58-main-ui,http://www.clipstudio.net/en/site/sync/csp/?app=,http://www.clipstudio.net/en/site/sync/csp/?app=
742DEA58-main-ui,http://www.clipstudio.net/en/site/menu_csp/index.html,http://www.clipstudio.net/en/site/menu_csp/index.html
742DEA58-main-ui,http://www.clipstudio.net/en/site/menu_csp/index.html,http://www.clipstudio.net/en/site/menu_csp/index.html
742DEA58-main-ui,https://www.clipstudio.net/en/functions,https://www.clipstudio.net/en/functions
742DEA58-main-ui,http://www.clipstudio.net/en/?app=,http://www.clipstudio.net/en/?app=
742DEA58-main-ui,http://www.clipstudio.net/en/?app=,http://www.clipstudio.net/en/?app=
742DEA58-main-ui,http://www.clipstudio.net/en/?app=,http://www.clipstudio.net/en/?app=
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-eura-ai-en,https://www.clipstudio.net/gd?id=csp-eura-ai-en
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-userguide-ai-en,https://www.clipstudio.net/gd?id=csp-userguide-ai-en
742DEA58-main-ui,https://itunes.apple.com/us/app/clip-studio-paint-ex-for-manga/id1262985592?ls=1&mt=8,https://itunes.apple.com/us/app/clip-studio-paint-ex-for-manga/id1262985592?ls=1&mt=8
742DEA58-main-ui, , 
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-samsungdex-info-enus,https://www.clipstudio.net/gd?id=csp-samsungdex-info-enus
742DEA58-main-ui,https://www.clipstudio.net/gd?id=improvement-enus,https://www.clipstudio.net/gd?id=improvement-enus
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp_appreview_en,https://www.clipstudio.net/gd?id=csp_appreview_en
742DEA58-main-ui,https://www.clipstudio.net/gd?id=csp-restarting-problem_en,https://www.clipstudio.net/gd?id=csp-restarting-problem_en
742DEA58-main-ui,https://gd.clip-studio.com/gd?id=csp-info-corrupted-en-us,https://gd.clip-studio.com/gd?id=csp-info-corrupted-en-us
742DEA58-main-ui,https://gd.clip-studio.com/gd?id=csp-tutorial-youtube-europe,https://gd.clip-studio.com/gd?id=csp-tutorial-youtube-europe
742DEA58-main-ui,en,en
742DEA58-main-ui,If using Wacom Stylus Pen,При использовании стилуса Wacom
742DEA58-main-ui,Enable Wacom stylus settings,Включить настройки стилуса Wacom
742DEA58-main-ui,Stylus Settings,Настройки стилуса
742DEA58-main-ui,You can edit these settings from the [File] menu > [Pen Pressure Settings].,Эти настройки можно редактировать в меню [Файл] > [Настройки давления пера].
742DEA58-main-ui,Wacom Stylus Settings,Wacom Настройки стилуса
742DEA58-main-ui,Left-handed (Upward),Левша (вверх)
742DEA58-main-ui,Left-handed,Левша
742DEA58-main-ui,Left-handed (Downward),Левша (вниз)
742DEA58-main-ui,Right-handed (Upward),Правша (вверх)
742DEA58-main-ui,Right-handed,Правша
742DEA58-main-ui,Right-handed (Downward),Правша (вниз)
742DEA58-main-ui,%s %d/%02d/%02d %02d: %02d %s: %s,%s %d/%02d/%02d %02d: %02d %s: %s
742DEA58-main-ui,%s %d,%s %d
742DEA58-main-ui,Cover page and back cover page (inside),Титульный лист и задняя обложка (внутри)
742DEA58-main-ui,%s : %s,%s : %s
742DEA58-main-ui,C:\Program Files\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe,C:\Program Files\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe
742DEA58-main-ui,C:\Program Files (x86)\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe,C:\Program Files (x86)\CELSYS\IllustStudio 1.0\Tool\IllustStudio.exe
742DEA58-main-ui,C:\Program Files\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe,C:\Program Files\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe
742DEA58-main-ui,C:\Program Files\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe,C:\Program Files\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe
742DEA58-main-ui,C:\Program Files\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe,C:\Program Files\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe
742DEA58-main-ui,C:\Program Files (x86)\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe,C:\Program Files (x86)\CELSYS\ComicStudio4 EX\Tool\CS_EX.exe
742DEA58-main-ui,C:\Program Files (x86)\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe,C:\Program Files (x86)\CELSYS\ComicStudio4 Pro\Tool\CS_Pro.exe
742DEA58-main-ui,C:\Program Files (x86)\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe,C:\Program Files (x86)\CELSYS\ComicStudio4 Debut\Tool\CS_Debut.exe
742DEA58-main-ui,/Applications/ComicStudio4_EX/ComicStudio EX.app,/Applications/ComicStudio4_EX/ComicStudio EX.app
742DEA58-main-ui,/Applications/ComicStudio4_Pro/ComicStudio Pro.app,/Applications/ComicStudio4_Pro/ComicStudio Pro.app
742DEA58-main-ui,/Applications/ComicStudio4_Debut/ComicStudio Debut.app,/Applications/ComicStudio4_Debut/ComicStudio Debut.app
742DEA58-main-ui,ComicStudio EX.app,ComicStudio EX.app
742DEA58-main-ui,ComicStudio Pro.app,ComicStudio Pro.app
742DEA58-main-ui,240,240
742DEA58-main-ui,240,240
742DEA58-main-ui,390,390
742DEA58-main-ui,90,90
742DEA58-main-ui,590,590
742DEA58-main-ui,170,170
742DEA58-main-ui,170,170
742DEA58-main-ui,170,170
742DEA58-main-ui,275,275
742DEA58-main-ui,%s: %s (%.1f%%),%s: %s (%.1f%%)
742DEA58-main-ui,Export alpha channel,Экспортировать альфа-канал
742DEA58-main-ui,(1–%d),(1–%d)
742DEA58-main-ui,X,X
742DEA58-main-ui,"All tools and sub tools registered in the [Tool] palette and [Sub Tool] palette will be reset to their original defaults.
Any added tools or sub tools will be deleted.
Shortcuts assigned to tools will be also reset to their original defaults.
","Все инструменты и вспомогательные инструменты, зарегистрированные в палитрах [Инструмент] и палитре [Вспомогательный инструмент], будут сброшены до исходных значений по умолчанию.
Любые добавленные инструменты или вспомогательные инструменты будут удалены.
Ярлыки, назначенные инструментам, также будут сброшены до исходных значений по умолчанию."
742DEA58-main-ui,"Brush shapes 
registered to the [Sub Tool Detail] palette 
will be reset to their original defaults.
Any added brush shapes 
will be deleted.","Формы кисти 
зарегистрирован в палитре [Детали вспомогательного инструмента] 
будут сброшены к исходным настройкам по умолчанию.
Любые добавленные формы кистей 
будет удалено."
742DEA58-main-ui,"Color sets registered to the [Color Set] palette 
will be reset to their original defaults.
Any added color sets will be deleted.","Наборы цветов, зарегистрированные в палитре [Набор цветов] 
будут сброшены к исходным настройкам по умолчанию.
Любые добавленные наборы цветов будут удалены."
742DEA58-main-ui,"Gradient sets used for 
the [Gradient map] and [Gradient] tools 
will be reset to their original defaults.
These gradient sets will not be deleted from the [Gradient] tool.
Any added gradient sets will be deleted.","Наборы градиентов, используемые для 
инструменты [Карта градиента] и [Градиент] 
будут сброшены к исходным настройкам по умолчанию.
Эти наборы градиентов не будут удалены из инструмента [Градиент].
Любые добавленные наборы градиентов будут удалены."
742DEA58-main-ui,"Preset brush sizes 
registered to the [Brush size] palette 
will be reset to their original defaults.
Any added brush size presets 
will be deleted.","Предустановленные размеры кисти 
зарегистрирован в палитре [Размер кисти] 
будут сброшены к исходным настройкам по умолчанию.
Любые добавленные настройки размера кисти. 
будет удалено."
742DEA58-main-ui,"Shortcut settings
 set up in [Shortcut Settings] (excluding tool shortcuts) and 
modifier key settings 
will be reset to their original defaults.","Настройки ярлыка
 настроить в [Настройки ярлыков] (за исключением ярлыков инструментов) и 
настройки клавиши-модификатора 
будут сброшены к исходным настройкам по умолчанию."
742DEA58-main-ui,"Search tags saved in the [Material] palette 
will be reset to their original defaults.
 Any added search tags will be deleted.
Materials you have added will not be deleted.","Поисковые теги, сохраненные в палитре [Материал] 
будут сброшены к исходным настройкам по умолчанию.
 Любые добавленные теги поиска будут удалены.
Добавленные вами материалы не будут удалены."
742DEA58-main-ui,"Settings in [Preferences] 
will be reset to their original defaults.","Настройки в [Настройки] 
будут сброшены к исходным настройкам по умолчанию."
742DEA58-main-ui,"All data on images imported 
to the [Sub View] palette will be deleted. The actual image files will not be deleted.
","Все данные об изображениях импортированы 
в палитру [Подвид] будут удалены. Фактические файлы изображений не будут удалены."
742DEA58-main-ui,"All settings under [CLIP STUDIO TABMATE Settings] 
and [Tool Rotation Settings]
 will be reset to their original defaults.","Все настройки в разделе [CLIP STUDIO TABMATE Settings] 
и [Настройки вращения инструмента]
 будут сброшены к исходным настройкам по умолчанию."
742DEA58-main-ui,"The [Quick Access] palette, [Command Bar] and [Selection Launcher] 
will be reset to their original defaults.","Палитра [Быстрый доступ], [Панель команд] и [Панель запуска выбора] 
будут сброшены к исходным настройкам по умолчанию."
742DEA58-main-ui,"Auto action sets in the [Auto Action] palette 
will be reset to their original defaults. 
All newly added auto action sets will be deleted.","Наборы автодействий в палитре [Автодействие] 
будут сброшены к исходным настройкам по умолчанию. 
Все вновь добавленные наборы автоматических действий будут удалены."
742DEA58-main-ui,"Settings for [Mixing font] and the [Font list] 
will be reset to their original defaults. 
Any added mixing fonts will be deleted. 
Any added font lists will be deleted.","Настройки для [Смешивание шрифтов] и [Список шрифтов] 
будут сброшены к исходным настройкам по умолчанию. 
Любые добавленные смешанные шрифты будут удалены. 
Любые добавленные списки шрифтов будут удалены."
742DEA58-main-ui,"Settings for items in the [Layer property] palette 
will be reset to their original defaults.","Settings for items in the [Layer property] palette 
будут сброшены к исходным настройкам по умолчанию."
742DEA58-main-ui,"Export settings such as [Export (Single Layer)] 
will be reset to their original defaults.","Export settings such as [Export (Single Layer)] 
будут сброшены к исходным настройкам по умолчанию."
742DEA58-main-ui,"Settings such as [Print Settings] 
will be reset to their original defaults.","Settings such as [Print Settings] 
будут сброшены к исходным настройкам по умолчанию."
742DEA58-main-ui,110,110
742DEA58-main-ui,(1–%d),(1–%d)
742DEA58-main-ui,%d %%,%d %%
742DEA58-main-ui,"Register the current palette settings as default settings for the above selected effects.
Only the layer color will be registered by layer type.
If the expression color of the canvas is set to [Gray] or [Monochrome], 
the frequency will be the default frequency of the canvas instead, and will not use these settings.","Зарегистрируйте текущие настройки палитры в качестве настроек по умолчанию для выбранных выше эффектов.
По типу слоя будет зарегистрирован только цвет слоя.
Если цвет выражения холста установлен на [Серый] или [Монохромный], 
Вместо этого частота будет частотой холста по умолчанию и не будет использовать эти настройки."
742DEA58-main-ui, , 
742DEA58-main-ui,・,・
742DEA58-main-ui,%,%
742DEA58-main-ui,%,%
742DEA58-main-ui,%,%
742DEA58-main-ui,%,%
742DEA58-main-ui,%,%
742DEA58-main-ui,%,%
742DEA58-main-ui,%,%
742DEA58-main-ui,%,%
742DEA58-main-ui,%s (%s),%s (%s)
742DEA58-main-ui,640,640
742DEA58-main-ui,Import 3D files in format from ver.1.10.13 and earlier,Импортируйте 3D-файлы в формате версии 1.10.13 и более ранних.
742DEA58-main-ui,A warning appears if the system may cause the app to close suddenly due to increasing memory usage.,"Предупреждение появляется, если система может привести к внезапному закрытию приложения из-за увеличения использования памяти."
742DEA58-main-ui,Please help us improve Clip Studio by sending usage information.,"Пожалуйста, помогите нам улучшить Clip Studio, отправив информацию об использовании."
742DEA58-main-ui,Support bug fixes,Поддержка исправлений ошибок
742DEA58-main-ui,・The information will be used to fix bugs in the app and services,・Информация будет использоваться для исправления ошибок в приложении и сервисах.
742DEA58-main-ui,・May automatically send anonymized device information and crash reports including details of the error,"・Может автоматически отправлять анонимную информацию об устройстве и отчеты о сбоях, включая подробную информацию об ошибке."
742DEA58-main-ui,Help with quality improvement,Помощь в улучшении качества
742DEA58-main-ui,・The information will be used to develop new features and improve the user experience,・Эта информация будет использоваться для разработки новых функций и улучшения пользовательского опыта.
742DEA58-main-ui,"・Automatically send information about usage, including which buttons were pressed and which features were used","・Автоматически отправлять информацию об использовании, в том числе, какие кнопки были нажаты и какие функции использовались."
742DEA58-main-ui,You can change this setting at any time from the application menu > Privacy Settings.,Вы можете изменить этот параметр в любое время в меню приложения > Настройки конфиденциальности.
742DEA58-main-ui,You can change this setting at any time from File > Privacy Settings.,Вы можете изменить этот параметр в любое время в меню «Файл» > «Настройки конфиденциальности».
742DEA58-main-ui,You can change this setting at any time from Menu > Settings > Privacy Settings.,Вы можете изменить этот параметр в любое время в Меню > Настройки > Настройки конфиденциальности.
742DEA58-main-ui,See here for details about data we collect,"Здесь вы найдете подробную информацию о данных, которые мы собираем."
742DEA58-main-ui,Set later,Установить позже
742DEA58-main-ui,"Sign up to get 
your first 3 months free","Зарегистрируйтесь, чтобы получить 
ваши первые 3 месяца бесплатно"
742DEA58-main-ui,OK,OK
742DEA58-main-ui,Profile for preview,Профиль для предварительного просмотра
742DEA58-main-ui,"Save settings on canvas. The settings are applied to other windows in which 
the canvas is displayed. To apply the preview results and export the image, 
click [Export (Single Layer)] and save in TIFF, JPEG, PSD, or PSB format.","Сохраните настройки на холсте. Настройки применяются к другим окнам, в которых 
холст отображается. Чтобы применить результаты предварительного просмотра и экспортировать изображение, 
нажмите [Экспорт (один слой)] и сохраните в формате TIFF, JPEG, PSD или PSB."
742DEA58-main-ui,"The settings are only used when displaying this window.
These settings and preview results are not saved when saving this canvas.","Настройки используются только при отображении этого окна.
Эти настройки и результаты предварительного просмотра не сохраняются при сохранении этого холста."
742DEA58-main-ui,%d:%d,%d:%d
742DEA58-main-ui,C:\Program Files\CELSYS\ToeiAnimation\DigitalTimeSheet\ToeiAnimationDigitalTimeSheet.exe,C:\Program Files\CELSYS\ToeiAnimation\DigitalTimeSheet\ToeiAnimationDigitalTimeSheet.exe
742DEA58-main-ui,405,405
742DEA58-main-ui,135,135
742DEA58-main-ui,180,180
742DEA58-main-ui,210,210
742DEA58-main-ui,350,350
742DEA58-main-ui,340,340
742DEA58-main-ui,Change scale (%) when pen pressure is minimum,"Измените масштаб (%), когда давление пера минимальное"
742DEA58-main-ui,Change scale (%) when tilt is minimum,Изменение масштаба (%) при минимальном наклоне
742DEA58-main-ui,Change scale (%) when tilt is maximum,Изменение масштаба (%) при максимальном наклоне
742DEA58-main-ui,Link to stroke speed (faster movement creates a smaller value),Связь со скоростью хода (более быстрое движение создает меньшую ценность)
742DEA58-main-ui,Change scale (%) when velocity is maximum,"Изменить масштаб (%), когда скорость максимальна"
742DEA58-main-ui,430,430
742DEA58-main-ui,205,205
742DEA58-main-ui,189,189
742DEA58-main-ui,45,45
742DEA58-main-ui,450,450
742DEA58-main-ui,230,230
742DEA58-main-ui,/allow/gd.html?page=assets-simple-brush:%s,/allow/gd.html?page=assets-simple-brush:%s
742DEA58-main-ui,/allow/gd.html?page=assets-environment-light-material:%s,/allow/gd.html?page=assets-environment-light-material:%s
742DEA58-main-ui,/allow/gd.html?page=assets-3d-primitive-texture:%s,/allow/gd.html?page=assets-3d-primitive-texture:%s
742DEA58-main-ui,/allow/gd.html?page=assets-gradation-set:%s,/allow/gd.html?page=assets-gradation-set:%s
742DEA58-main-ui,/allow/gd.html?page=simple-material-palette:%s,/allow/gd.html?page=simple-material-palette:%s
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v300/en/pc/tutorial/tutorial.html,https://s3-ice.clip-studio.com/celiceappprod/v300/en/pc/tutorial/tutorial.html
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v300/en/introduction_studio_phone/tutorial/tutorial.html,https://s3-ice.clip-studio.com/celiceappprod/v300/en/introduction_studio_phone/tutorial/tutorial.html
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v300/en/introduction_simple_phone/tutorial/tutorial.html,https://s3-ice.clip-studio.com/celiceappprod/v300/en/introduction_simple_phone/tutorial/tutorial.html
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v310/en/introduction_studio_tab/tutorial/tutorial.html,https://s3-ice.clip-studio.com/celiceappprod/v310/en/introduction_studio_tab/tutorial/tutorial.html
742DEA58-main-ui,https://s3-ice.clip-studio.com/celiceappprod/v300/en/introduction_simple_tab/tutorial/tutorial.html,https://s3-ice.clip-studio.com/celiceappprod/v300/en/introduction_simple_tab/tutorial/tutorial.html
742DEA58-main-ui,https://www.clipstudio.net/app/gd?id=newfunctions-400-enus,https://www.clipstudio.net/app/gd?id=newfunctions-400-enus
742DEA58-main-ui,CAM SHAKE S,CAM SHAKE S
742DEA58-main-ui,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|Targa|*.tga|WebP|*.webp,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|Targa|*.tga|WebP|*.webp
742DEA58-main-ui,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|WebP|*.webp,BMP|*.bmp|JPEG|*.jpg;*.jpeg|PNG|*.png|TIFF|*.tif;*tiff|WebP|*.webp
742DEA58-main-ui,All supported formats|*.clip|CLIP STUDIO FORMAT|*.clip,Все поддерживаемые форматы|*.clip|CLIP STUDIO FORMAT|*.clip
742DEA58-main-ui,%.1f LPI / %d%%,%.1f LPI / %d%%
742DEA58-main-ui,｜,｜
742DEA58-main-ui,<<% %s <<,<<% %s <<
742DEA58-main-ui,こちらからDC3マスターコンテンツを CLIP STUDIO MONO にも登録しませんか？,こちらからDC3マスターコンテンツを CLIP STUDIO MONO にも登録しませんか？
742DEA58-main-ui,出力,出力
742DEA58-main-ui,詳細を設定して出力,詳細を設定して出力
742DEA58-main-ui,"%d/%d, %d/%d","%d/%d, %d/%d"
742DEA58-main-ui,CLIP STUDIO.NET,CLIP STUDIO.NET
742DEA58-main-ui, , 
742DEA58-main-ui, , 
742DEA58-main-ui,  ,  
742DEA58-main-ui,    ,    
742DEA58-main-ui,・,・
742DEA58-main-ui,Resolution may be set to the value that fanzine printing vendor doesn't accept.,"Разрешение может быть установлено на значение, которое не принимает поставщик печати журналов для фанатов."
742DEA58-main-ui,"It is scaled up and down when exported, so moire or something may occur in tone.","При экспорте он масштабируется вверх и вниз, поэтому в тоне может присутствовать муар или что-то в этом роде."
742DEA58-main-ui,Check the following setting for the printing data for fanzine printing vendor.,Проверьте следующие настройки данных печати для поставщика печати журналов для фанатов.
742DEA58-main-ui,Set the basic expression color of the cover page as %s.,Установите основной цвет выражения титульной страницы как %s.
742DEA58-main-ui,Set the basic expression color of the comic settings as %s.,Установите основной цвет выражения в настройках комикса как %s.
742DEA58-main-ui,Set the basic expression color of the cover page as %s or %s.,Установите основной цвет выражения титульной страницы как %s или %s.
742DEA58-main-ui,Set the basic expression color of the comic settings as %s or %s.,Установите основной цвет выражения в настройках комикса как %s или %s.
742DEA58-main-ui,Folio is generally necessary. Turn on the setting of folio.,Фолио вообще необходим. Включите настройку фолио.
742DEA58-main-ui,The trim size has not been set in the project settings.,Размер обрезки не задан в настройках проекта.
742DEA58-main-ui,The body pages include a page with color export settings.,Страницы тела включают страницу с настройками экспорта цвета.
742DEA58-main-ui,"It was not exported due to over-capacity.
By changing [Paper size] to export, changing [Resolution] in case of color,
and making [Expression color] monochrome, you can make the capacity small.","Его не экспортировали из-за избыточных мощностей.
Изменив [Размер бумаги] для экспорта, изменив [Разрешение] в случае цвета,
и сделав [Цвет выражения] монохромным, вы можете уменьшить емкость."
742DEA58-main-ui,"Next page was not exported due to over-capacity.
By changing [Paper size] to export, changing [Resolution] in case of color,
and making [Expression color] monochrome, you can make the capacity small.","Следующая страница не была экспортирована из-за переполнения.
Изменив [Размер бумаги] для экспорта, изменив [Разрешение] в случае цвета,
и сделав [Цвет выражения] монохромным, вы можете уменьшить емкость."
742DEA58-main-ui,Do you want to use [3D Preview for Binding] to verify the result before exporting?,Хотите ли вы использовать [3D-просмотр для привязки] для проверки результата перед экспортом?
742DEA58-main-ui,Verify with [3D Preview for Binding],Подтвердите с помощью [3D-просмотр для привязки]
742DEA58-main-ui,"This material is an old format, so layers with this material cannot be used on mobile devices.
You can rasterize this layer to use it on mobile devices.","Этот материал имеет старый формат, поэтому слои с этим материалом нельзя использовать на мобильных устройствах.
Вы можете растрировать этот слой, чтобы использовать его на мобильных устройствах."
742DEA58-main-ui,012abcABC,012abcABC
742DEA58-main-ui,(%d / %d),(%d / %d)
742DEA58-main-ui,400,400
742DEA58-main-ui,135,135
742DEA58-main-ui,65,65
742DEA58-main-ui,240,240
742DEA58-main-ui,-10,-10
742DEA58-main-ui,%d %%,%d %%
742DEA58-main-ui,・,・
742DEA58-main-ui,390,390
742DEA58-main-ui,S-Pen button,Кнопка S-Pen
742DEA58-main-ui,OK,OK
742DEA58-main-ui, , 
742DEA58-main-ui,clipstudio.module.plugin.paint.pdf.export,clipstudio.module.plugin.paint.pdf.export
742DEA58-main-ui,clipstudio.module.plugin.paint.pdf.import,clipstudio.module.plugin.paint.pdf.import
742DEA58-main-ui,"Animated sticker x1
%s","Анимированная наклейка x1
%s"
742DEA58-main-ui,"Animated sticker x2
%s","Анимированная наклейка x2
%s"
742DEA58-main-ui,Please rate our app.,"Пожалуйста, оцените наше приложение."
742DEA58-main-ui,Please tap the stars to give us a rating.,"Пожалуйста, нажмите на звезды, чтобы дать нам оценку."
742DEA58-main-ui,Thank you.,Спасибо.
742DEA58-main-ui,Please let us know what we can improve. We will continue to develop the app to meet your expectations.,"Пожалуйста, дайте нам знать, что мы можем улучшить. Мы продолжим развивать приложение, чтобы оправдать ваши ожидания."
742DEA58-main-ui,Let us know what you want to improve,"Дайте нам знать, что вы хотите улучшить"
742DEA58-main-ui,Thank you!,Спасибо!
