key,source,target
6/1/70#0,"The following files could not be synced. 
The file(s) has already been updated from a different device. 
The project will be opened from File Management and saved on this device as a new project called “[file name] (backup).” The Clip Studio cloud data will be downloaded again.","Не удалось синхронизировать следующие файлы. 
Файл(ы) уже был(и) обновлён(ы) с другого устройства. 
Проект будет открыт из управления файлами и сохранён на этом устройстве как новый проект с именем “[имя файла] (резервная копия)”. Облачные данные Clip Studio будут загружены повторно."
6/1/71#0,"Could not sync this material. 
The file has already been updated from a different device. 

The material will be saved on this device as a new material called “%s Copy” 
and the Clip Studio cloud data will be downloaded again. 

Continue?","Не удалось синхронизировать этот материал. 
Файл уже был обновлён с другого устройства. 

Материал будет сохранён на этом устройстве как новый материал с именем “%s Copy”, 
а облачные данные Clip Studio будут загружены повторно. 

Продолжить?"
6/1/72#0,"The following materials could not be synced. 
The material(s) has already been updated from a different device. 
The material will be opened from Material Management and saved on this device as a new project called “(material name) Copy.” The Clip Studio cloud data will be downloaded again.","Не удалось синхронизировать следующие материалы. 
Материал(ы) уже был(и) обновлён(ы) с другого устройства. 
Материал будет открыт из управления материалами и сохранён на этом устройстве как новый проект с именем “(имя материала) Copy”. Облачные данные Clip Studio будут загружены повторно."
6/1/73#0,"Unable to open file. It may have been moved, deleted, or renamed. 
Use “Browse files” to search for the original file.","Не удалось открыть файл. Возможно, он был перемещён, удалён или переименован. 
Используйте “Обзор файлов” для поиска исходного файла."
6/1/74#0,"Unable to open file. It may have been moved, deleted, or renamed. 
Would you like to delete it from the list of projects?","Не удалось открыть файл. Возможно, он был перемещён, удалён или переименован. 
Хотите удалить его из списка проектов?"
6/1/75#0,Browse files,Обзор файлов
6/1/76#0,Cancel,Отмена
6/1/77#0,More information,Подробнее
6/1/78#0,Delete file,Удалить файл
6/1/79#0,"Unable to find file. 

It may have been moved, deleted, or the name may have been changed. ","Не удалось найти файл. 

Возможно, он был перемещён, удалён или его имя было изменено. "
6/1/80#0,"The document could not be recovered as another recovered work is already open. 
Close the file in any other applications and try again.","Не удалось восстановить документ, так как уже открыто другое восстановленное произведение. 
Закройте файл в других приложениях и повторите попытку."
6/1/81#0,"Be aware of the following points when using the Cloud.

-If you synchronize materials in an environment where many materials are registered,
 the first synchronization may take a long time due to the large amount of data that is being transferred.
- Please do not use this function on a mobile line.
- If target data is being operated or edited, it will be skipped.
- Transmission will start simultaneously after setting changes for [Use]. Since the transmission can influence the drawing operation of the pen,
 please wait until it is finished, if you are concerned about this.
- For further information, please also read the “User's Guide to the Cloud” in advance from the [Help] menu ([?] Button on the upper right of the screen).

 Proceed?","При использовании облака учитывайте следующие моменты.

-Если вы синхронизируете материалы в среде, где зарегистрировано много материалов,
 первая синхронизация может занять много времени из-за большого объёма передаваемых данных.
- Не используйте эту функцию через мобильную сеть.
- Если объект данных используется или редактируется, он будет пропущен.
- Передача начнётся сразу после изменения настройки на [Использовать]. Поскольку передача может влиять на работу пера при рисовании,
 дождитесь её завершения, если это вас беспокоит.
- Для получения дополнительных сведений заранее прочитайте “Руководство пользователя по облаку” в меню [Справка] (кнопка [?] в правом верхнем углу экрана).

 Продолжить?"
6/1/82#0,Start downloading now?,Начать загрузку сейчас?
6/1/83#0,Start synchronizing now?,Начать синхронизацию сейчас?
6/1/84#0,Start backup process now?,Начать процесс резервного копирования сейчас?
6/1/85#0,Settings saved.,Настройки сохранены.
6/1/86#0,"The material cannot be downloaded as it is currently being downloaded or uploaded. 
Try again later.","Материал нельзя загрузить, так как он сейчас загружается или выгружается. 
Повторите попытку позже."
6/1/87#0,Unable to download material as it has been deleted.,"Не удалось загрузить материал, так как он был удалён."
6/1/88#0,Unable to download material as it does not exist locally.,"Не удалось загрузить материал, так как он не существует локально."
6/1/89#0,Failed to download materials.,Не удалось загрузить материалы.
6/1/90#0,Failed to acquire download information. Try downloading again.,Не удалось получить сведения о загрузке. Попробуйте загрузить снова.
6/1/91#0,"The material already exists. Do you want to download again and overwrite? 
Any changes to the material title and tags that have been made in the Material palette will not be overwritten.","Материал уже существует. Хотите загрузить снова и перезаписать? 
Любые изменения названия материала и тегов, сделанные в палитре материалов, не будут перезаписаны."
6/1/92#0,"This material has been deleted and re-uploaded on Clip Studio Assets. 
Delete the material from the local location and try downloading again.","Этот материал был удалён и повторно выгружен в Clip Studio Assets. 
Удалите материал из локального расположения и попробуйте загрузить снова."
6/1/93#0,"This material catalog has been deleted and re-uploaded on Clip Studio Assets. 
Would you like to delete the local file and download the latest version?","Этот каталог материалов был удалён и повторно выгружен в Clip Studio Assets. 
Хотите удалить локальный файл и загрузить последнюю версию?"
6/1/94#0,"This file cannot be downloaded as it is currently being downloaded or uploaded. 
Please try again later.","Этот файл нельзя загрузить, так как он сейчас загружается или выгружается. 
Повторите попытку позже."
6/1/95#0,This file has already been downloaded.,Этот файл уже загружен.
6/1/96#0,Failed to download the file.,Не удалось загрузить файл.
6/1/97#0,The page cannot be displayed as your device is not connected to the Internet.,"Страницу нельзя отобразить, так как ваше устройство не подключено к Интернету."
6/1/98#0,Log in required,Требуется вход
6/1/99#0,Please enter your Clip Studio account details.,Введите данные вашей учётной записи Clip Studio.
6/1/100#0,Failed to login. Please check your email address and password is correct and try again.,Не удалось выполнить вход. Проверьте правильность адреса электронной почты и пароля и повторите попытку.
6/1/101#0,Preparing to sync materials...,Подготовка к синхронизации материалов...
6/1/102#0,Recovering...,Восстановление…
6/1/103#0,"The settings have been changed. 
Any edits will be lost if you leave this page. Do you want to proceed?","Настройки были изменены. 
Если вы покинете эту страницу, все правки будут потеряны. Хотите продолжить?"
6/1/104#0,This device,Это устройство
6/1/105#0,In this app,В этом приложении
6/1/106#0,Cloud,Облако
6/1/107#0,Processing after deleting work(s)...,Обработка после удаления произведения(й)...
6/1/108#0,Adjusting the work...,Настройка произведения...
6/1/109#0,Processing after deleting materials...,Обработка после удаления материалов...
6/1/110#0,Setting up material...,Настройка материала...
6/1/111#0,"The following works have been changed on this device. 
Do you want to discard your changes and download these works from the cloud?","Следующие произведения были изменены на этом устройстве. 
Хотите отменить изменения и загрузить эти произведения из облака?"
6/1/112#0,"%d works have been changed on this device. 
Do you want to discard your changes and download these works from the cloud?","%d произведений было изменено на этом устройстве. 
Хотите отменить изменения и загрузить эти произведения из облака?"
6/1/113#0,"The following materials have been changed on this device. 
Do you want to discard your changes and download them from the cloud?","Следующие материалы были изменены на этом устройстве. 
Хотите отменить изменения и загрузить их из облака?"
6/1/114#0,"Download%d materials have been changed on this device. 
Do you want to discard your changes and download these materials from the cloud?","Загрузить%d материалов было изменено на этом устройстве. 
Хотите отменить изменения и загрузить эти материалы из облака?"
6/1/115#0,"The following works have been changed in this app. 
Do you want to discard your changes and download these works from the cloud?","Следующие произведения были изменены в этом приложении. 
Хотите отменить изменения и загрузить эти произведения из облака?"
6/1/116#0,"%d works have been changed in this app. 
Do you want to discard your changes and download these works from the cloud?","%d произведений было изменено в этом приложении. 
Хотите отменить изменения и загрузить эти произведения из облака?"
6/1/117#0,"The following materials have been changed in this app. 
Do you want to discard your changes and download these materials from the cloud?","Следующие материалы были изменены в этом приложении. 
Хотите отменить изменения и загрузить эти материалы из облака?"
6/1/118#0,"%d materials have been changed in this app. 
Do you want to discard your changes and download these materials from the cloud?","%d материалов было изменено в этом приложении. 
Хотите отменить изменения и загрузить эти материалы из облака?"
6/1/119#0,"Adding selected files to items to be synchronized.
 Would you like to proceed?","Добавление выбранных файлов к элементам для синхронизации.
 Хотите продолжить?"
6/1/120#0,"Removing selected files from items to be synchronized.
 Would you like to proceed?","Удаление выбранных файлов из элементов для синхронизации.
 Хотите продолжить?"
6/1/121#0,The selected work can not be synchronized because it is set up for collaborative work.,"Выбранное произведение нельзя синхронизировать, так как оно настроено для совместной работы."
6/1/122#0,"The selected work contains file objects. 
The location of the file object(s) will not be synchronized.
Sync anyway?","Выбранное произведение содержит файловые объекты. 
Расположение файлового(ых) объекта(ов) не будет синхронизировано.
Всё равно синхронизировать?"
6/1/123#0,"The selected work cannot be synchronized because it refers to an external file.
Please set up synchronization for this file separately.","Выбранное произведение нельзя синхронизировать, так как оно ссылается на внешний файл.
Настройте синхронизацию для этого файла отдельно."
6/1/124#0,%s (backup),%s (резервная копия)
6/1/125#0,Open backup data,Открыть резервную копию данных
6/1/126#0,"A data transfer is in progress, so you cannot log out. 
Please cancel the transfer from the Data Transfers screen.","Выполняется передача данных, поэтому вы не можете выйти. 
Отмените передачу на экране передачи данных."
6/1/127#0,Resetting additional materials...,Сброс дополнительных материалов...
6/1/128#0,"The cloud settings are being edited. 
The edits will be lost if you leave this page. Do you want to proceed?","Настройки облака сейчас редактируются. 
Если вы покинете эту страницу, правки будут потеряны. Хотите продолжить?"
6/1/129#0,"This process cannot run while transmitting data.
Please wait and try again later.","Этот процесс нельзя выполнить во время передачи данных.
Подождите и повторите попытку позже."
6/1/130#0,"This process cannot run while transmitting data.
Please wait and try again later.","Этот процесс нельзя выполнить во время передачи данных.
Подождите и повторите попытку позже."
6/1/131#0,"This material has not been fully downloaded. 
Would you like to download it from the cloud?","Этот материал загружен не полностью. 
Хотите загрузить его из облака?"
6/1/132#0,"This material has not been fully downloaded. 
Would you like to download it from the cloud?","Этот материал загружен не полностью. 
Хотите загрузить его из облака?"
6/1/133#0,"This material catalog has not been fully downloaded. 
Would you like to download it from the cloud?","Этот каталог материалов загружен не полностью. 
Хотите загрузить его из облака?"
6/1/134#0,"There is no Cloud data. 
It may have been deleted on another device. 
Please execute the recovery process for this data.","Облачных данных нет. 
Возможно, они были удалены на другом устройстве. 
Выполните процесс восстановления для этих данных."
6/1/135#0,"This file name cannot be used as it contains one or more of the following characters or character strings:
/ > < ? : "" \ * | ; ^ ` { } [ ] # % ~
Change the file name using one of the following methods, then sync the work.
[Return to PAINT] > [Save as]
[Return to PAINT] > [File operation/Share] > [Change name]","Это имя файла нельзя использовать, так как оно содержит один или несколько следующих символов или строк символов:
/ > < ? : "" \ * | ; ^ ` { } [ ] # % ~
Измените имя файла одним из следующих способов, затем синхронизируйте произведение.
[Вернуться в PAINT] > [Сохранить как]
[Вернуться в PAINT] > [Операции с файлом/Поделиться] > [Изменить имя]"
6/1/136#0,"The Cloud data and update information did not match. 
The data may have been edited on multiple devices before synchronization was completed.
Please execute the recovery process to preserve this data and the cloud data.","Облачные данные и сведения об обновлении не совпали. 
Возможно, данные редактировались на нескольких устройствах до завершения синхронизации.
Выполните процесс восстановления, чтобы сохранить эти данные и облачные данные."
6/1/137#0,Material catalog,Каталог материалов
6/1/138#0,Category 1,Категория 1
6/1/139#0,Failed to create material catalog.,Не удалось создать каталог материалов.
6/1/140#0,Failed to register to material catalog.,Не удалось зарегистрировать в каталоге материалов.
6/1/141#0,This material is already registered in the material catalog.,Этот материал уже зарегистрирован в каталоге материалов.
6/1/142#0,Up to 200 materials can be registered to a material catalog.,В каталоге материалов можно зарегистрировать до 200 материалов.
6/1/143#0,"Up to five character, background or 3D object materials can be registered to a material catalog.","В каталоге материалов можно зарегистрировать до пяти материалов персонажей, фонов или 3D-объектов."
6/1/144#0,The size is over 2GB.,Размер превышает 2 ГБ.
6/1/145#0,This material cannot be registered to the material catalog.,Этот материал нельзя зарегистрировать в каталоге материалов.
6/1/146#0,"This material cannot be used as it has not been fully downloaded. 
Please download it and try again.","Этот материал нельзя использовать, так как он загружен не полностью. 
Загрузите его и повторите попытку."
6/1/147#0,This material is currently being downloaded or uploaded. Please wait until this process is complete.,Этот материал сейчас загружается или выгружается. Дождитесь завершения этого процесса.
6/1/148#0,This operation is not supported. Please update Clip Studio to the latest version.,Эта операция не поддерживается. Обновите Clip Studio до последней версии.
6/1/149#0,This operation is not supported. Please update Clip Studio to the latest version.,Эта операция не поддерживается. Обновите Clip Studio до последней версии.
6/1/150#0,Materials from this version cannot be added to this material catalog.,Материалы из этой версии нельзя добавить в этот каталог материалов.
6/1/151#0,"You cannot create a material catalog that contains both 3D materials and materials created in CLIP STUDIO series Ver. 1.5.0 or later, as the 3D materials will no longer be able to be edited. 
This is expected to be supported from the next version update.","Нельзя создать каталог материалов, который содержит одновременно 3D-материалы и материалы, созданные в серии CLIP STUDIO Ver. 1.5.0 или новее, так как 3D-материалы больше нельзя будет редактировать. 
Ожидается, что это будет поддерживаться со следующего обновления версии."
6/1/152#0,"You cannot create a material catalog that contains both 3D materials and materials created in CLIP STUDIO series Ver. 1.5.0 or later, as the 3D materials will no longer be able to be edited. 
This is expected to be supported from the next version update.","Нельзя создать каталог материалов, который содержит одновременно 3D-материалы и материалы, созданные в серии CLIP STUDIO Ver. 1.5.0 или новее, так как 3D-материалы больше нельзя будет редактировать. 
Ожидается, что это будет поддерживаться со следующего обновления версии."
6/1/153#0,Adding the materials to the material catalog...,Добавление материалов в каталог материалов...
6/1/154#0,Failed to create material details window.,Не удалось создать окно сведений о материале.
6/1/155#0,"Materials from this version are not supported. 
Please update your software to the latest version.","Материалы из этой версии не поддерживаются. 
Обновите программу до последней версии."
6/1/156#0,All |*.jpg,Все |*.jpg
6/1/157#0,Thumbnail images must be 240 x 240 px.,Эскизы должны быть размером 240 x 240 пикс.
6/1/158#0,This image format is not supported.,Этот формат изображения не поддерживается.
6/1/159#0,The maximum file size for a single image is 10MB.,Максимальный размер файла для одного изображения — 10 МБ.
6/1/160#0,Open file,Открыть файл
6/1/161#0,All supported formats |*.lip;*.clip;*.cmc|CLIP STUDIO FORMAT|*.clip|CLIP STUDIO PAINT|*.lip|CLIP STUDIO PAINT page management file|*.cmc,Все поддерживаемые форматы |*.lip;*.clip;*.cmc|ФОРМАТ CLIP STUDIO|*.clip|CLIP STUDIO PAINT|*.lip|Файл управления страницами CLIP STUDIO PAINT|*.cmc
6/1/162#0,"Could not find cloud data for this item. 
It may have been deleted on another device. 
Open the material catalog information of this data and execute the recovery process.","Не удалось найти облачные данные для этого элемента. 
Возможно, они были удалены на другом устройстве. 
Откройте сведения каталога материалов для этих данных и выполните процесс восстановления."
6/1/163#0,"The material catalog containing this data conflicts with the cloud data, so it could not be opened.
Please open this material catalog in the material management screen and carry out the recovery process.","Каталог материалов, содержащий эти данные, конфликтует с облачными данными, поэтому его не удалось открыть.
Откройте этот каталог материалов на экране управления материалами и выполните процесс восстановления."
6/1/164#0,"This material is currently open in another Clip Studio application. 
Close the material in the application or quit the application.","Этот материал сейчас открыт в другом приложении Clip Studio. 
Закройте материал в приложении или закройте приложение."
6/1/165#0,"This material is currently being edited in another application. 
Finish editing and try again.","Этот материал сейчас редактируется в другом приложении. 
Завершите редактирование и повторите попытку."
6/1/166#0,"This will sync the data. 
You can check the sync status in the  \”Data Transfers"" dialog (double arrow button at the top right of the window). 

Do you want to proceed?","Это синхронизирует данные. 
Статус синхронизации можно проверить в диалоге \”Передача данных"" (кнопка с двойной стрелкой в правом верхнем углу окна). 

Хотите продолжить?"
6/1/167#0,"The information is being edited. 
Any edits will be lost if you leave this page. Do you want to proceed?","Сведения сейчас редактируются. 
Если вы покинете эту страницу, все правки будут потеряны. Хотите продолжить?"
6/1/168#0,"The information is being edited. 
Any edits will be lost if you leave this page. Do you want to proceed?","Сведения сейчас редактируются. 
Если вы покинете эту страницу, все правки будут потеряны. Хотите продолжить?"
6/1/169#0,You cannot log out while editing public information.,Вы не можете выйти во время редактирования общедоступных сведений.
6/1/170#0,"The Teamwork settings are being edited. 
The edits will be lost if you leave this page. Do you want to proceed?","Настройки совместной работы сейчас редактируются. 
Если вы покинете эту страницу, правки будут потеряны. Хотите продолжить?"
6/1/171#0,You cannot log out while editing Teamwork settings.,Вы не можете выйти во время редактирования настроек совместной работы.
6/1/172#0,No tags on the server.,На сервере нет тегов.
6/1/173#0,Failed to save materials.,Не удалось сохранить материалы.
6/1/174#0,"This acquires the latest information on the following. 
 1) Materials added to the material catalog
 2) Parts added to 3D materials


If the above changes exist, they will be updated in this window and the additional content can be downloaded. 

Do you want to proceed?","Это получает последние сведения о следующем. 
 1) Материалы, добавленные в каталог материалов
 2) Детали, добавленные к 3D-материалам


Если указанные изменения существуют, они будут обновлены в этом окне, и дополнительный контент можно будет загрузить. 

Хотите продолжить?"
6/1/175#0,Failed to acquire latest information.,Не удалось получить последние сведения.
6/1/176#0,"This material could not be found in the local location. 
This material has not been downloaded, or it may have been deleted.","Этот материал не удалось найти в локальном расположении. 
Этот материал не был загружен или мог быть удалён."
6/1/177#0,Failed to create material publishing settings window.,Не удалось создать окно настроек публикации материала.
6/1/178#0,No materials to be uploaded in the material catalog.,В каталоге материалов нет материалов для выгрузки.
6/1/179#0,The maximum upload size is 2GB.,Максимальный размер выгрузки — 2 ГБ.
6/1/180#0,"The material cannot be uploaded as it is currently being downloaded or uploaded. 
Please try again later.","Материал нельзя выгрузить, так как он сейчас загружается или выгружается. 
Повторите попытку позже."
6/1/181#0,"This material cannot be uploaded as it has not been fully downloaded from the cloud. 
Download it by selecting “Sync Now” in ""Manage Materials"" and try again.","Этот материал нельзя выгрузить, так как он загружен из облака не полностью. 
Загрузите его, выбрав “Синхронизировать сейчас” в ""Управлении материалами"", и повторите попытку."
6/1/182#0,This material cannot be updated as it is being screened.,"Этот материал нельзя обновить, так как он проходит проверку."
6/1/183#0,"The update information does not match the cloud data. 
The item may have been edited on multiple devices before syncing was completed. 
Search for the referenced material and execute the recovery process.","Сведения об обновлении не совпадают с облачными данными. 
Возможно, элемент редактировался на нескольких устройствах до завершения синхронизации. 
Найдите указанный материал и выполните процесс восстановления."
6/1/184#0,"Could not find the cloud data. 
It may have been deleted on another device. 
Search for the referenced material and execute the recovery process.","Не удалось найти облачные данные. 
Возможно, они были удалены на другом устройстве. 
Найдите указанный материал и выполните процесс восстановления."
6/1/185#0,"Cloud data has been updated from a different device. 
 Please select “Sync now” from the current material’s management screen.","Облачные данные были обновлены с другого устройства. 
 Выберите “Синхронизировать сейчас” на экране управления текущим материалом."
6/1/186#0,"This material cannot be updated as it has been updated to a new version. 
Do you want to upload it as a new material?","Этот материал нельзя обновить, так как он был обновлён до новой версии. 
Хотите выгрузить его как новый материал?"
6/1/187#0,"You cannot update this material as it has been deleted from Clip Studio Assets. 
Do you want to upload it as a new material?","Вы не можете обновить этот материал, так как он был удалён из Clip Studio Assets. 
Хотите выгрузить его как новый материал?"
6/1/188#0,"This file is shared for collaboration, so you cannot use this feature.","Этот файл предоставлен для совместной работы, поэтому вы не можете использовать эту функцию."
6/1/189#0,Leave,Покинуть
6/1/190#0,Cancel,Отмена
6/1/191#0,Updating...,Обновление...
6/1/192#0,Please wait.,Подождите.
6/1/193#0,Transferring data...,Передача данных...
6/1/194#0,Canceling...,Отмена...
6/1/195#0,Logging in,Выполняется вход
6/1/196#0,Processing...,Обработка...
6/1/197#0,"Download information has already been sent from the cloud.
Please finish the download and try again.","Сведения о загрузке уже отправлены из облака.
Завершите загрузку и повторите попытку."
6/1/198#0,"This will sync cloud settings for materials. 
This may take a while if there are a lot of materials.

If you do so, sync settings for synced materials will be shared on the cloud. 
If you do not, sync settings will not be carried over to the cloud, so please make sure you turn on syncing for each material.
 In either case, no materials will be deleted from the cloud.
 Would you like to align the settings?","Это синхронизирует облачные настройки для материалов. 
Это может занять некоторое время, если материалов много.

Если вы это сделаете, настройки синхронизации для синхронизированных материалов будут доступны в облаке. 
Если не сделаете, настройки синхронизации не будут перенесены в облако, поэтому обязательно включите синхронизацию для каждого материала.
 В любом случае материалы не будут удалены из облака.
 Хотите согласовать настройки?"
6/1/199#0,Moving file...,Перемещение файла...
6/1/200#0,“%s” already exists. The file was moved to a new folder called “%s”.,“%s” уже существует. Файл был перемещён в новую папку с именем “%s”.
6/1/201#0,"A folder called “%s” already exists, so the file was moved to a new folder called “%s”.","Папка с именем “%s” уже существует, поэтому файл был перемещён в новую папку с именем “%s”."
6/1/202#0,“%s” already exists. The file was downloaded to a new folder called “%s”.,“%s” уже существует. Файл был загружен в новую папку с именем “%s”.
6/1/203#0,"A folder called “%s” already exists, so the file was downloaded to a new folder called “%s”.","Папка с именем “%s” уже существует, поэтому файл был загружен в новую папку с именем “%s”."
6/1/204#0,"The files downloaded from the Clip Studio cloud have been moved to the Clip Studio app.
","Файлы, загруженные из облака Clip Studio, были перемещены в приложение Clip Studio.
"
