source,target
All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mov;*.mp4|3D data (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Audio (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Movie (*.mov;*.mp4)|*.mov;*.mp4,Все поддерживаемые форматы|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mov;*.mp4|3D-данные (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Аудио (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Видеоролик (*.mov;*.mp4)|*.mov;*.mp4
All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.avi|3D data (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Image (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Video (*.avi)|*.avi,Все поддерживаемые форматы|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.avi|3D-данные (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Изображение (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видео (*.avi)|*.avi
All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.avi;*.mov;*.mp4|3D data (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Image (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Video (*.avi;*.mov;*.mp4)|*.avi;*.mov;*.mp4,Все поддерживаемые форматы|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.avi;*.mov;*.mp4|3D-данные (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.stl|Изображение (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видео (*.avi;*.mov;*.mp4)|*.avi;*.mov;*.mp4
All supported formats|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mov;*.mp4|3D data (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm|Image (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Video (*.mov;*.mp4)|*.mov;*.mp4,Все поддерживаемые форматы|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mov;*.mp4|3D-данные (*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm)|*.cs3c;*.cs3o;*.cs3s;*.fbx;*.6kt;*.6kh;*.lwo;*.lws;*.obj;*.gltf;*.glb;*.vrm|Изображение (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видео (*.mov;*.mp4)|*.mov;*.mp4
All supported formats|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mov;*.mp4|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Audio (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Movie (*.mov;*.mp4)|*.mov;*.mp4,Все поддерживаемые форматы|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mov;*.mp4|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Аудио (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Видеоролик (*.mov;*.mp4)|*.mov;*.mp4
All supported formats|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mov;*.mp4|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Movie (*.mov;*.mp4)|*.mov;*.mp4,Все поддерживаемые форматы|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mov;*.mp4|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видеоролик (*.mov;*.mp4)|*.mov;*.mp4
All supported formats |*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mp4|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Audio (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Movie (*.mp4)|*.mp4,Все поддерживаемые форматы |*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.wav;*.mp3;*.ogg;*.mp4|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Аудио (*.wav;*.mp3;*.ogg)|*.wav;*.mp3;*.ogg|Видеоролик (*.mp4)|*.mp4
All supported formats|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mp4|Images (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Movie (*.mp4)|*.mp4,Все поддерживаемые форматы|*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb;*.mp4|Изображения (*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb)|;*.clip;*.bmp;*.jpg;*.jpeg;*.png;*.tif;*.tiff;*.tga;*.webp;*.psd;*.psb|Видеоролик (*.mp4)|*.mp4
This item cannot be deleted as it contains data that may be in use.,"Этот элемент нельзя удалить, так как он содержит данные, которые могут использоваться."
"Cannot register the item since there are types of items which cannot be used when syncing to the Clip Studio cloud. 
It is possible to use these items by turning off syncing in the “Projects” tab in Clip Studio.","Нельзя зарегистрировать элемент, так как есть типы элементов, которые нельзя использовать при синхронизации с облаком Clip Studio. 
Их можно использовать, отключив синхронизацию на вкладке «Проекты» в Clip Studio."
This file format is not supported.,Этот формат файла не поддерживается.
"Failed to import some files. This may be due to the following:

・The file was in an unsupported format.
・The process was cancelled from the “Import 3D File” dialog.",
"Failed to import the file because there is no Documents folder in the Internal Storage of the device. 
Please create a Documents folder directly under Internal Storage in the file manager app and try again.","Не удалось импортировать файл, так как во внутренней памяти устройства нет папки Documents. 
Создайте папку Documents непосредственно во внутренней памяти в приложении файлового менеджера и повторите попытку."
Settings,Настройки
Register,Зарегистрировать
Delete,Удалить
Add item,Добавить элемент
Change item settings,Изменить настройки элемента
Delete item,Удалить элемент
"%s is being used in a script. 
Do you want to delete it?","%s используется в сценарии. 
Удалить?"
Importing %s... (%d/%d),Импорт %s... (%d/%d)
"Cannot register the item since there are types of items which cannot be used when syncing to the Clip Studio cloud. 
It is possible to use these items by canceling the syncing in the [List of works] menu in Clip Studio.","Невозможно зарегистрировать элемент, поскольку существуют типы элементов, которые нельзя использовать при синхронизации с облаком Clip Studio. 
Воспользоваться этими элементами можно, отменив синхронизацию в меню [Список работ] в Clip Studio."
